15:43:15.694,1,401,0,0,8,15,a0,0,0,45,0,0,0
15:43:15.758,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:15.820,1,201,0,0,5,0,0,0,0,62,,,
15:43:15.883,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:15.946,1,201,0,0,5,0,0,0,0,62,,,
15:43:16.009,1,665,0,0,8,0,0,0,53,4c,18,53,0
15:43:16.072,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:16.135,1,201,0,0,5,0,0,0,0,62,,,
15:43:16.198,1,300,0,0,8,3,5a,64,5a,64,0,64,21
15:43:16.262,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:16.325,1,404,0,0,2,a3,1,,,,,,
15:43:16.387,1,401,0,0,8,17,a0,0,0,46,0,0,0
15:43:16.450,1,201,0,0,5,0,0,0,0,62,,,
15:43:16.513,1,400,0,0,8,1,0,c,0,0,0,0,0
15:43:16.577,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:16.640,1,201,0,0,5,0,0,0,0,62,,,
15:43:16.702,1,300,0,0,8,3,5a,64,5a,64,0,64,ab
15:43:16.765,1,404,0,0,2,a,0,,,,,,
15:43:16.828,1,404,0,0,2,b0,1,,,,,,
15:43:16.891,1,401,0,0,8,15,a0,0,0,45,0,0,0
15:43:16.954,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:17.017,1,400,0,0,8,1,0,c,0,0,0,0,0
15:43:17.081,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:17.144,1,201,0,0,5,0,0,0,0,62,,,
15:43:17.206,1,400,0,0,8,1,0,c,0,0,0,0,0
15:43:17.269,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:17.332,1,201,0,0,5,0,0,0,0,62,,,
15:43:17.395,1,401,0,0,8,17,a0,0,0,45,0,0,0
15:43:17.458,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:17.521,1,201,0,0,5,0,0,0,0,62,,,
15:43:17.584,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:17.647,1,201,0,0,5,0,0,0,0,62,,,
15:43:17.711,1,400,0,0,8,1,0,c,0,0,0,0,0
15:43:17.773,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:17.837,1,201,0,0,5,0,0,0,0,62,,,
15:43:17.899,1,401,0,0,8,19,a0,0,0,46,0,0,0
15:43:17.963,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:18.026,1,201,0,0,5,0,0,0,0,63,,,
15:43:18.088,1,401,0,0,8,17,a0,0,0,49,0,0,0
15:43:18.151,1,201,0,0,5,0,0,0,0,63,,,
15:43:18.214,1,400,0,0,8,1,0,c,0,0,0,0,0
15:43:18.277,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:18.340,1,201,0,0,5,0,0,0,0,63,,,
15:43:18.404,1,300,0,0,8,3,a5,64,5a,64,0,64,ed
15:43:18.466,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:18.530,1,201,0,0,5,0,0,0,0,63,,,
15:43:18.592,1,401,0,0,8,98,9f,0,0,ff,3,0,0
15:43:18.655,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:18.719,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:18.784,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:18.845,1,201,0,0,5,0,0,0,0,63,,,
15:43:18.907,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:18.970,1,204,0,0,8,0,0,0,0,0,0,0,0
15:43:19.033,1,201,0,0,5,0,0,0,0,63,,,
15:43:19.097,1,401,0,0,8,33,9f,0,0,dd,8,0,0
15:43:19.160,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:19.224,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:19.287,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:19.350,1,201,0,0,5,0,0,0,0,63,,,
15:43:19.414,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:19.478,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:19.540,1,201,0,0,5,0,0,0,0,63,,,
15:43:19.603,1,300,0,0,8,3,a5,64,5a,64,0,64,65
15:43:19.667,1,402,0,0,8,5e,0,0,0,60,42,9,0
15:43:19.729,1,201,0,0,5,0,0,0,0,63,,,
15:43:19.792,1,300,0,0,8,3,a5,64,5a,64,0,64,e9
15:43:19.856,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:19.921,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:19.983,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:20.045,1,201,0,0,5,0,0,0,0,63,,,
15:43:20.107,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:20.170,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:43:20.233,1,201,0,0,5,0,0,0,0,63,,,
15:43:20.296,1,300,0,0,8,3,a5,64,5a,64,0,64,63
15:43:20.359,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:20.422,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:20.487,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:20.548,1,201,0,0,5,0,0,0,0,63,,,
15:43:20.611,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:20.674,1,402,0,0,8,5e,0,0,0,60,42,9,0
15:43:20.737,1,201,0,0,5,0,0,0,0,63,,,
15:43:20.801,1,300,0,0,8,3,a5,64,5a,64,0,64,ed
15:43:20.869,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:20.934,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:20.995,1,300,0,0,8,3,a5,64,5a,64,0,64,61
15:43:21.058,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:21.121,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:21.184,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:21.250,1,201,0,0,5,0,0,0,0,63,,,
15:43:21.314,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:21.378,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:21.440,1,201,0,0,5,0,0,0,0,63,,,
15:43:21.504,1,300,0,0,8,3,a5,64,5a,64,0,64,eb
15:43:21.566,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:21.629,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:21.692,1,300,0,0,8,3,a5,64,5a,64,0,64,ef
15:43:21.755,1,203,0,0,8,0,0,0,0,0,0,0,0
15:43:21.818,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:43:21.881,1,206,0,0,8,0,0,0,0,0,0,0,0
15:43:21.944,1,201,0,0,5,0,0,0,0,63,,,
15:43:22.007,1,401,0,0,8,27,9f,0,0,d2,8,0,0
15:43:22.071,1,206,0,0,8,0,0,0,0,0,0,0,0
