15:37:22.017,1,300,0,0,8,0,5a,64,5a,0,0,0,37
15:37:22.080,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:22.143,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:22.206,1,300,0,0,8,0,5a,64,5a,0,0,0,fb
15:37:22.270,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:22.332,1,201,0,0,5,0,0,0,0,62,,,
15:37:22.397,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:22.460,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:22.523,1,300,0,0,8,3,5a,64,5a,a,0,a,61
15:37:22.586,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:22.650,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:22.712,1,300,0,0,8,3,5a,64,5a,a,0,a,25
15:37:22.775,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:37:22.839,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:22.901,1,300,0,0,8,3,5a,64,5a,a,0,a,e9
15:37:22.964,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:23.028,1,201,0,0,5,0,0,0,0,62,,,
15:37:23.091,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:23.155,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:23.218,1,300,0,0,8,3,5a,64,5a,1e,0,1e,df
15:37:23.281,1,401,0,0,8,62,a0,0,0,46,0,0,0
15:37:23.344,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:23.409,1,300,0,0,8,3,5a,64,5a,28,0,28,63
15:37:23.472,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:23.535,1,201,0,0,5,0,0,0,0,62,,,
15:37:23.598,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:23.662,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:23.725,1,300,0,0,8,3,5a,64,5a,32,0,32,f9
15:37:23.791,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:23.853,1,204,0,0,8,0,0,0,0,0,0,0,0
15:37:23.918,1,300,0,0,8,3,5a,64,5a,3c,0,3c,fd
15:37:23.981,1,401,0,0,8,60,a0,0,0,45,0,0,0
15:37:24.046,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:24.109,1,300,0,0,8,3,5a,64,5a,46,0,46,21
15:37:24.173,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:24.238,1,201,0,0,5,0,0,0,0,62,,,
15:37:24.300,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:24.364,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:24.427,1,201,0,0,5,0,0,0,0,62,,,
15:37:24.492,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:24.554,1,404,0,0,2,26,0,,,,,,
15:37:24.618,1,300,0,0,8,3,5a,64,5a,5a,0,5a,db
15:37:24.682,1,401,0,0,8,62,a0,0,0,45,0,0,0
15:37:24.747,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:24.808,1,404,0,0,2,4,0,,,,,,
15:37:24.872,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:24.935,1,201,0,0,5,0,0,0,0,62,,,
15:37:24.999,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:25.063,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:25.127,1,300,0,0,8,3,5a,64,5a,64,0,64,25
15:37:25.191,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:25.255,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:25.318,1,300,0,0,8,3,5a,64,5a,64,0,64,a9
15:37:25.381,1,401,0,0,8,62,a0,0,0,45,0,0,0
15:37:25.444,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:25.512,1,300,0,0,8,3,5a,64,5a,64,0,64,ad
15:37:25.571,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:25.634,1,201,0,0,5,0,0,0,0,62,,,
15:37:25.703,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:25.761,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:25.824,1,300,0,0,8,3,5a,64,5a,64,0,64,23
15:37:25.888,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:25.951,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:26.014,1,300,0,0,8,3,5a,64,5a,64,0,64,27
15:37:26.078,1,401,0,0,8,62,a0,0,0,45,0,0,0
15:37:26.141,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:26.206,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:26.269,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:26.332,1,201,0,0,5,0,0,0,0,62,,,
15:37:26.396,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:26.459,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:26.523,1,300,0,0,8,3,5a,64,5a,64,0,64,21
15:37:26.586,1,401,0,0,8,62,a0,0,0,45,0,0,0
15:37:26.650,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:26.713,1,300,0,0,8,3,5a,64,5a,64,0,64,25
15:37:26.777,1,300,0,0,8,3,5a,64,5a,64,0,64,36
15:37:26.841,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:26.905,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:26.968,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:27.032,1,201,0,0,5,0,0,0,0,62,,,
15:37:27.094,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:27.158,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:27.221,1,300,0,0,8,3,5a,64,5a,64,0,64,af
15:37:27.285,1,401,0,0,8,62,a0,0,0,45,0,0,0
15:37:27.348,1,203,0,0,8,0,0,0,0,0,0,0,0
15:37:27.413,1,300,0,0,8,3,5a,64,5a,64,0,64,23
15:37:27.474,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:27.537,1,201,0,0,5,0,0,d4,8,62,,,
15:37:27.601,1,400,0,0,8,1,0,c,0,0,0,0,0
15:37:27.664,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:27.726,1,300,0,0,8,3,5a,64,5a,64,0,64,a9
15:37:27.789,1,401,0,0,8,4e,a0,0,0,e6,0,0,0
15:37:27.852,1,204,0,0,8,0,0,0,0,0,0,0,0
15:37:27.915,1,300,0,0,8,3,5a,64,5a,64,0,64,ad
15:37:27.978,1,401,0,0,8,e6,9d,0,0,e6,0,0,0
15:37:28.041,1,203,0,0,8,cb,1,fc,f1,1,0,0,0
15:37:28.104,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:37:28.168,1,206,0,0,8,0,0,0,0,0,0,0,0
15:37:28.231,1,201,0,0,5,0,0,64,0,62,,,
15:37:28.295,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:37:28.358,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:37:28.422,1,300,0,0,8,3,5a,64,5a,64,0,64,27
15:37:28.486,1,401,0,0,8,e1,9f,0,0,38,16,0,0
15:37:28.555,1,203,0,0,8,b0,3,0,0,0,0,0,0
15:37:28.621,1,400,0,0,8,1,0,2c,0,0,0,0,0
