117595,1,401,0,0,8,2A,9E,00,00,12,09,00,00
117595,1,200,0,0,8,58,00,C8,AA,08,00,00,00
117615,1,400,0,0,8,01,00,2C,00,00,00,00,00
117625,0,300,0,0,8,03,A5,64,5A,64,00,64,EF
117625,0,301,0,0,3,E8,0F,00
117625,1,201,0,0,5,00,00,00,00,63
117635,1,203,0,0,8,00,00,00,00,00,00,00,00
117665,1,206,0,0,8,00,00,00,00,00,00,00,00
117675,0,300,0,0,8,03,A5,64,5A,64,00,64,70
117675,1,402,0,0,8,58,00,00,00,A4,AA,08,00
117675,0,301,0,0,3,E2,00,00
117695,1,401,0,0,8,2A,9E,00,00,12,09,00,00
117715,1,400,0,0,8,01,00,2C,00,00,00,00,00
117725,0,300,0,0,8,03,A5,64,5A,64,00,64,61
117725,0,301,0,0,3,B3,01,00
117725,1,201,0,0,5,00,00,00,00,63
117735,1,203,0,0,8,00,00,00,00,00,00,00,00
117765,1,206,0,0,8,00,00,00,00,00,00,00,00
117775,0,300,0,0,8,03,A5,64,5A,64,00,64,72
117775,0,301,0,0,3,6B,02,00
117795,1,401,0,0,8,2A,9E,00,00,12,09,00,00
117815,1,400,0,0,8,01,00,2C,00,00,00,00,00
117825,0,300,0,0,8,03,A5,64,5A,64,00,64,63
117825,0,301,0,0,3,96,03,00
117825,1,201,0,0,5,00,00,00,00,63
117835,1,203,0,0,8,00,00,00,00,00,00,00,00
117865,1,206,0,0,8,00,00,00,00,00,00,00,00
117875,0,300,0,0,8,03,A5,64,5A,64,00,64,74
117875,0,301,0,0,3,03,04,00
117895,1,401,0,0,8,2A,9E,00,00,2B,09,00,00
117915,1,400,0,0,8,01,00,2C,00,00,00,00,00
117925,0,300,0,0,8,03,A5,64,5A,64,00,64,65
117925,0,301,0,0,3,54,05,00
117925,1,201,0,0,5,00,00,00,00,63
117935,1,203,0,0,8,00,00,00,00,00,00,00,00
117965,1,206,0,0,8,00,00,00,00,00,00,00,00
117975,0,300,0,0,8,03,A5,64,5A,64,00,64,76
117975,0,301,0,0,3,F5,06,00
117995,1,401,0,0,8,26,9E,00,00,2B,09,00,00
118015,1,400,0,0,8,01,00,2C,00,00,00,00,00
118025,0,300,0,0,8,03,A5,64,5A,64,00,64,67
118025,0,301,0,0,3,B8,07,00
118025,1,201,0,0,5,00,00,00,00,63
118035,1,203,0,0,8,00,00,00,00,00,00,00,00
118065,1,206,0,0,8,00,00,00,00,00,00,00,00
118075,0,300,0,0,8,03,A5,64,5A,64,00,64,F8
118075,0,301,0,0,3,80,08,00
118095,1,401,0,0,8,26,9E,00,00,22,09,00,00
118115,1,400,0,0,8,01,00,2C,00,00,00,00,00
118125,0,300,0,0,8,03,A5,64,5A,64,00,64,E9
118125,0,301,0,0,3,88,09,00
118125,1,201,0,0,5,00,00,00,00,63
118135,1,203,0,0,8,00,00,00,00,00,00,00,00
118165,1,206,0,0,8,00,00,00,00,00,00,00,00
118175,0,300,0,0,8,03,A5,64,5A,64,00,64,FA
118175,0,301,0,0,3,C6,0A,00
118175,1,403,0,0,8,64,00,00,00,40,E3,09,00
118195,1,401,0,0,8,26,9E,00,00,22,09,00,00
118215,1,400,0,0,8,01,00,2C,00,00,00,00,00
118225,0,300,0,0,8,03,A5,64,5A,64,00,64,EB
118225,0,301,0,0,3,43,0B,00
118225,1,201,0,0,5,00,00,00,00,63
118235,1,203,0,0,8,00,00,00,00,00,00,00,00
118265,1,206,0,0,8,00,00,00,00,00,00,00,00
118275,0,300,0,0,8,03,A5,64,5A,64,00,64,FC
118275,0,301,0,0,3,B5,0C,00
118295,1,401,0,0,8,26,9E,00,00,22,09,00,00
118315,1,400,0,0,8,01,00,2C,00,00,00,00,00
118325,0,300,0,0,8,03,A5,64,5A,64,00,64,ED
118325,0,301,0,0,3,4E,0D,00
118325,1,201,0,0,5,00,00,00,00,63
118335,1,203,0,0,8,00,00,00,00,00,00,00,00
118365,1,206,0,0,8,00,00,00,00,00,00,00,00
118375,0,300,0,0,8,03,A5,64,5A,64,00,64,FE
118375,0,301,0,0,3,1D,0E,00
118395,1,401,0,0,8,26,9E,00,00,26,09,00,00
118415,1,400,0,0,8,01,00,2C,00,00,00,00,00
118425,0,300,0,0,8,03,A5,64,5A,64,00,64,EF
118425,0,301,0,0,3,E8,0F,00
