206115,1,400,0,0,8,01,00,0C,00,00,00,00,00
206135,0,300,0,0,8,00,5A,64,5A,00,00,00,62
206135,0,301,0,0,3,6B,02,00
206135,1,206,0,0,8,00,00,00,00,00,00,00,00
206185,0,300,0,0,8,00,5A,64,5A,00,00,00,73
206185,0,301,0,0,3,96,03,00
206195,1,201,0,0,5,00,00,00,00,02
206195,1,401,0,0,8,09,9F,00,00,46,00,00,00
206205,1,203,0,0,8,00,00,00,00,00,00,00,00
206215,1,400,0,0,8,01,00,0C,00,00,00,00,00
206235,0,300,0,0,8,00,5A,64,5A,00,00,00,04
206235,0,301,0,0,3,03,04,00
206235,1,206,0,0,8,00,00,00,00,00,00,00,00
206285,0,300,0,0,8,00,5A,64,5A,00,00,00,15
206285,0,301,0,0,3,54,05,00
206295,1,201,0,0,5,00,00,00,00,02
206295,1,401,0,0,8,09,9F,00,00,46,00,00,00
206305,1,203,0,0,8,00,00,00,00,00,00,00,00
206315,1,400,0,0,8,01,00,0C,00,00,00,00,00
206335,0,300,0,0,8,00,5A,64,5A,00,00,00,26
206335,0,301,0,0,3,F5,06,00
206335,1,206,0,0,8,00,00,00,00,00,00,00,00
206375,1,403,0,0,8,64,00,00,00,40,E3,09,00
206385,0,300,0,0,8,00,5A,64,5A,00,00,00,37
206385,0,301,0,0,3,B8,07,00
206395,1,201,0,0,5,00,00,00,00,02
206395,1,401,0,0,8,07,9F,00,00,46,00,00,00
206405,1,203,0,0,8,00,00,00,00,00,00,00,00
206415,1,400,0,0,8,01,00,0C,00,00,00,00,00
206435,0,300,0,0,8,00,5A,64,5A,00,00,00,C8
206435,0,301,0,0,3,80,08,00
206435,1,206,0,0,8,00,00,00,00,00,00,00,00
206485,0,300,0,0,8,00,5A,64,5A,00,00,00,D9
206485,0,301,0,0,3,88,09,00
206495,1,201,0,0,5,00,00,00,00,02
206495,1,401,0,0,8,07,9F,00,00,46,00,00,00
206505,1,203,0,0,8,00,00,00,00,00,00,00,00
206515,1,400,0,0,8,01,00,0C,00,00,00,00,00
206525,1,204,0,0,8,00,00,00,00,00,00,00,00
206535,0,300,0,0,8,00,5A,64,5A,00,00,00,EA
206535,0,301,0,0,3,C6,0A,00
206535,1,206,0,0,8,00,00,00,00,00,00,00,00
206535,1,202,0,0,8,E2,13,00,00,A9,7C,05,00
206545,1,666,0,0,8,52,08,05,00,52,95,36,02
206555,1,665,0,0,8,00,00,00,53,4C,18,53,00
206565,1,200,0,0,8,58,00,4D,A4,08,00,02,00
206585,0,300,0,0,8,00,5A,64,5A,00,00,00,FB
206585,0,301,0,0,3,43,0B,00
206595,1,201,0,0,5,00,00,00,00,02
206595,1,401,0,0,8,07,9F,00,00,46,00,00,00
206605,1,203,0,0,8,00,00,00,00,00,00,00,00
206615,1,400,0,0,8,01,00,0C,00,00,00,00,00
206635,0,300,0,0,8,00,5A,64,5A,00,00,00,8C
206635,0,301,0,0,3,B5,0C,00
206635,1,206,0,0,8,00,00,00,00,00,00,00,00
206685,0,300,0,0,8,00,5A,64,5A,00,00,00,9D
206685,0,301,0,0,3,4E,0D,00
