93565,0,300,0,0,8,03,5A,64,5A,64,00,64,BE
93565,0,301,0,0,3,1D,0E,00
93575,1,665,0,0,8,00,00,00,53,4C,18,53,00
93585,1,200,0,0,8,58,00,C8,AA,08,00,01,00
93615,1,201,0,0,5,00,00,00,00,62
93615,0,300,0,0,8,03,5A,64,5A,64,00,64,AF
93615,1,402,0,0,8,58,00,00,00,C8,AA,08,00
93615,0,301,0,0,3,E8,0F,00
93625,1,203,0,0,8,00,00,00,00,00,00,00,00
93635,1,401,0,0,8,35,9F,00,00,46,00,00,00
93655,1,206,0,0,8,00,00,00,00,00,00,00,00
93655,1,400,0,0,8,01,00,0C,00,00,00,00,00
93665,0,300,0,0,8,03,5A,64,5A,64,00,64,30
93665,0,301,0,0,3,E2,00,00
93715,1,201,0,0,5,00,00,00,00,62
93715,0,300,0,0,8,03,5A,64,5A,64,00,64,21
93715,0,301,0,0,3,B3,01,00
93725,1,203,0,0,8,00,00,00,00,00,00,00,00
93735,1,401,0,0,8,35,9F,00,00,46,00,00,00
93755,1,206,0,0,8,00,00,00,00,00,00,00,00
93755,1,400,0,0,8,01,00,0C,00,00,00,00,00
93765,0,300,0,0,8,03,5A,64,5A,64,00,64,32
93765,0,301,0,0,3,6B,02,00
93815,1,201,0,0,5,00,00,00,00,62
93815,0,300,0,0,8,03,5A,64,5A,64,00,64,23
93815,0,301,0,0,3,96,03,00
93825,1,203,0,0,8,00,00,00,00,00,00,00,00
93835,1,401,0,0,8,35,9F,00,00,46,00,00,00
93855,1,206,0,0,8,00,00,00,00,00,00,00,00
93855,1,400,0,0,8,01,00,0C,00,00,00,00,00
93865,0,300,0,0,8,03,5A,64,5A,64,00,64,34
93865,0,301,0,0,3,03,04,00
93915,1,201,0,0,5,00,00,00,00,62
93915,0,300,0,0,8,03,5A,64,5A,64,00,64,25
93915,0,301,0,0,3,54,05,00
93925,1,203,0,0,8,00,00,00,00,00,00,00,00
93935,1,401,0,0,8,33,9F,00,00,46,00,00,00
93955,1,206,0,0,8,00,00,00,00,00,00,00,00
93955,1,400,0,0,8,01,00,0C,00,00,00,00,00
93965,0,300,0,0,8,03,5A,64,5A,64,00,64,36
93965,0,301,0,0,3,F5,06,00
94015,1,201,0,0,5,00,00,00,00,62
94015,0,300,0,0,8,03,5A,64,5A,64,00,64,27
94015,0,301,0,0,3,B8,07,00
94025,1,203,0,0,8,00,00,00,00,00,00,00,00
94035,1,401,0,0,8,33,9F,00,00,46,00,00,00
94055,1,206,0,0,8,00,00,00,00,00,00,00,00
94055,1,400,0,0,8,01,00,0C,00,00,00,00,00
94065,0,300,0,0,8,03,5A,64,5A,64,00,64,B8
94065,0,301,0,0,3,80,08,00
94115,1,201,0,0,5,00,00,00,00,62
94115,0,300,0,0,8,03,5A,64,5A,64,00,64,A9
94115,0,301,0,0,3,88,09,00
94115,1,403,0,0,8,64,00,00,00,40,E3,09,00
94125,1,203,0,0,8,00,00,00,00,00,00,00,00
94135,1,401,0,0,8,35,9F,00,00,46,00,00,00
94155,1,206,0,0,8,00,00,00,00,00,00,00,00
94155,1,400,0,0,8,01,00,0C,00,00,00,00,00
94165,0,300,0,0,8,03,5A,64,5A,64,00,64,BA
94165,0,301,0,0,3,C6,0A,00
94215,1,201,0,0,5,00,00,00,00,62
94215,0,300,0,0,8,03,5A,64,5A,64,00,64,AB
94215,0,301,0,0,3,43,0B,00
94225,1,203,0,0,8,00,00,00,00,00,00,00,00
94235,1,401,0,0,8,35,9F,00,00,46,00,00,00
