15:30:48.356,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:30:48.420,1,203,0,0,8,af,3,80,98,32,0,0,0
15:30:48.484,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:48.546,1,301,0,0,3,43,b,0,,,,,
15:30:48.608,1,401,0,0,8,7,a0,0,0,b8,4,0,0
15:30:48.672,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:48.734,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:48.797,1,201,0,0,5,32,0,a8,2,62,,,
15:30:48.861,1,402,0,0,8,5f,0,0,0,6c,63,9,0
15:30:48.924,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:48.987,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:49.051,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:49.113,1,203,0,0,8,e1,4,60,d0,1f,0,0,0
15:30:49.177,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:49.240,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:49.303,1,201,0,0,5,32,0,3a,c,62,,,
15:30:49.366,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:30:49.428,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:49.492,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:49.554,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:49.618,1,203,0,0,8,89,5,e4,1b,1b,0,0,0
15:30:49.682,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:49.746,1,300,0,0,8,3,5a,64,5a,a,0,a,43
15:30:49.809,1,201,0,0,5,9e,2,16,3,62,,,
15:30:49.872,1,402,0,0,8,5f,0,0,0,48,63,9,0
15:30:49.936,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:50.000,1,201,0,0,5,9e,2,20,8,62,,,
15:30:50.063,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:50.127,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:50.190,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:50.253,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:50.317,1,203,0,0,8,8b,6,c8,e6,b,0,0,0
15:30:50.381,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:30:50.444,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:50.507,1,201,0,0,5,9e,2,92,4,62,,,
15:30:50.571,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:50.633,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:50.696,1,301,0,0,3,f5,6,0,,,,,
15:30:50.759,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:50.822,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:50.888,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:50.948,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:51.011,1,401,0,0,8,fd,9f,0,0,c5,4,0,0
15:30:51.074,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:51.138,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:51.201,1,201,0,0,5,48,3,98,8,62,,,
15:30:51.264,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:51.326,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:51.390,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:51.453,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:51.516,1,401,0,0,8,df,9f,0,0,8e,4,0,0
15:30:51.579,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:51.642,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:51.705,1,201,0,0,5,ac,3,2e,4,62,,,
15:30:51.768,1,665,0,0,8,0,0,0,53,4c,18,53,0
15:30:51.831,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:51.894,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:51.957,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:52.021,1,401,0,0,8,7,a0,0,0,be,3,0,0
15:30:52.084,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:52.147,1,301,0,0,3,96,3,0,,,,,
15:30:52.210,1,401,0,0,8,3e,a0,0,0,c1,3,0,0
15:30:52.274,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:52.337,1,404,0,0,2,1,0,,,,,,
15:30:52.401,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:30:52.464,1,404,0,0,2,23,0,,,,,,
15:30:52.527,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:52.590,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:52.653,1,404,0,0,2,46,0,,,,,,
15:30:52.716,1,203,0,0,8,da,8,e4,e1,19,0,0,80
15:30:52.780,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:52.844,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:52.907,1,201,0,0,5,24,4,74,4,62,,,
15:30:52.970,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:53.034,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:53.099,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:53.161,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:53.224,1,401,0,0,8,32,a0,0,0,a1,3,0,0
15:30:53.292,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:53.357,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:53.420,1,203,0,0,8,1f,9,20,80,21,0,0,80
15:30:53.483,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:53.547,1,300,0,0,8,3,5a,64,5a,a,0,a,8f
15:30:53.610,1,201,0,0,5,42,4,b4,0,62,,,
15:30:53.674,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:53.737,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:53.800,1,201,0,0,5,42,4,52,3,62,,,
15:30:53.863,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:53.927,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:53.991,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:54.054,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:54.117,1,203,0,0,8,64,9,a0,c,8,0,0,80
15:30:54.181,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:54.244,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:54.307,1,201,0,0,5,56,4,34,3,62,,,
15:30:54.370,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:54.434,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:54.499,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:54.561,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:54.624,1,401,0,0,8,3a,a0,0,0,25,2,0,0
15:30:54.687,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:54.750,1,666,0,0,8,52,8,5,0,52,95,36,2
15:30:54.814,1,203,0,0,8,7a,9,60,8c,13,0,0,80
15:30:54.877,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:54.941,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:55.004,1,201,0,0,5,60,4,2c,1,62,,,
15:30:55.068,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:55.131,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:55.195,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:55.258,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:55.322,1,203,0,0,8,7d,9,60,ae,19,0,0,80
15:30:55.385,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:55.448,1,301,0,0,3,54,5,0,,,,,
15:30:55.511,1,203,0,0,8,76,9,80,cc,d,0,0,80
15:30:55.575,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:55.640,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:55.701,1,201,0,0,5,56,4,e0,1,62,,,
15:30:55.764,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:55.828,1,401,0,0,8,4a,a0,0,0,3c,2,0,0
15:30:55.891,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:55.955,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:56.018,1,203,0,0,8,6f,9,0,55,f,0,0,80
15:30:56.082,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:56.145,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:56.209,1,201,0,0,5,56,4,44,2,62,,,
15:30:56.273,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:56.336,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:56.399,1,201,0,0,5,4c,4,ea,1,62,,,
15:30:56.462,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:56.525,1,401,0,0,8,3a,a0,0,0,f8,1,0,0
15:30:56.588,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:56.652,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:56.714,1,203,0,0,8,58,9,d0,76,a,0,0,80
15:30:56.777,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:56.840,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:56.904,1,201,0,0,5,4c,4,d0,2,62,,,
15:30:56.968,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:57.031,1,401,0,0,8,44,a0,0,0,e4,1,0,0
15:30:57.095,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:57.159,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:57.222,1,203,0,0,8,4e,9,34,93,e,0,0,80
15:30:57.286,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:57.349,1,301,0,0,3,43,b,0,,,,,
15:30:57.412,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:30:57.476,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:57.539,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:57.603,1,201,0,0,5,38,4,fa,0,62,,,
15:30:57.666,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:57.729,1,204,0,0,8,0,0,0,0,0,0,0,0
15:30:57.792,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:57.855,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:57.918,1,203,0,0,8,3a,9,50,6c,16,0,0,80
15:30:57.982,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:30:58.044,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:58.107,1,201,0,0,5,38,4,be,0,62,,,
15:30:58.170,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:58.233,1,401,0,0,8,54,a0,0,0,3f,2,0,0
15:30:58.296,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:58.359,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:58.422,1,203,0,0,8,1f,9,20,d9,15,0,0,80
15:30:58.485,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:30:58.548,1,300,0,0,8,3,5a,64,5a,a,0,a,43
15:30:58.611,1,203,0,0,8,16,9,0,a7,b,0,0,80
15:30:58.674,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:58.738,1,401,0,0,8,44,a0,0,0,5e,2,0,0
15:30:58.800,1,201,0,0,5,24,4,f8,2,62,,,
15:30:58.864,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:58.927,1,401,0,0,8,3a,a0,0,0,2b,2,0,0
15:30:58.990,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:30:59.053,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:59.116,1,203,0,0,8,17,9,18,79,d,0,0,80
15:30:59.179,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:30:59.243,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:59.305,1,201,0,0,5,24,4,76,2,62,,,
15:30:59.368,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:30:59.431,1,401,0,0,8,4c,a0,0,0,50,2,0,0
15:30:59.500,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:30:59.557,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:30:59.620,1,203,0,0,8,16,9,88,33,e,0,0,80
15:30:59.683,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:30:59.746,1,206,0,0,8,0,0,0,0,0,0,0,0
15:30:59.809,1,201,0,0,5,24,4,92,4,62,,,
15:30:59.875,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:30:59.936,1,401,0,0,8,1d,a0,0,0,93,2,0,0
15:30:59.999,1,301,0,0,3,e2,0,0,,,,,
15:31:00.062,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:31:00.125,1,401,0,0,8,1d,a0,0,0,93,2,0,0
15:31:00.189,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:31:00.253,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:00.316,1,203,0,0,8,29,9,5c,b4,31,0,0,80
15:31:00.379,1,404,0,0,2,20,0,,,,,,
15:31:00.442,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:00.506,1,201,0,0,5,24,4,e6,5,62,,,
15:31:00.569,1,404,0,0,2,26,0,,,,,,
15:31:00.632,1,401,0,0,8,11,a0,0,0,30,3,0,0
15:31:00.695,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:31:00.759,1,666,0,0,8,52,8,5,0,52,95,36,2
15:31:00.822,1,203,0,0,8,49,7,50,51,8,0,0,80
15:31:00.885,1,404,0,0,2,b1,1,,,,,,
15:31:00.948,1,300,0,0,8,3,5a,64,5a,a,0,a,43
15:31:01.012,1,201,0,0,5,e8,3,8a,2,62,,,
15:31:01.074,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:31:01.137,1,401,0,0,8,2e,a0,0,0,88,4,0,0
15:31:01.200,1,301,0,0,3,80,8,0,,,,,
15:31:01.263,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:01.326,1,401,0,0,8,2c,a0,0,0,3e,3,0,0
15:31:01.393,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:31:01.453,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:01.517,1,203,0,0,8,61,8,f4,6b,e,0,0,80
15:31:01.580,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:31:01.644,1,401,0,0,8,5c,a0,0,0,98,2,0,0
15:31:01.707,1,201,0,0,5,fc,3,4a,1,62,,,
15:31:01.771,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:31:01.834,1,401,0,0,8,54,a0,0,0,a0,1,0,0
15:31:01.898,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:31:01.961,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:02.024,1,203,0,0,8,a8,8,0,14,16,0,0,80
15:31:02.087,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:31:02.150,1,301,0,0,3,43,b,0,,,,,
15:31:02.213,1,203,0,0,8,b1,8,68,90,14,0,0,80
15:31:02.277,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:31:02.340,1,401,0,0,8,3c,a0,0,0,ad,1,0,0
15:31:02.402,1,201,0,0,5,6,4,7c,1,62,,,
15:31:02.465,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:02.529,1,401,0,0,8,4c,a0,0,0,57,2,0,0
15:31:02.591,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:31:02.654,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:02.717,1,203,0,0,8,b3,8,5c,2c,19,0,0,80
15:31:02.780,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:31:02.843,1,401,0,0,8,30,a0,0,0,5d,2,0,0
15:31:02.907,1,201,0,0,5,6,4,8c,0,62,,,
15:31:02.969,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:31:03.034,1,401,0,0,8,4e,a0,0,0,ac,2,0,0
15:31:03.096,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:31:03.159,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:03.222,1,203,0,0,8,b2,8,58,25,13,0,0,80
15:31:03.348,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:03.411,1,201,0,0,5,fc,3,0,0,62,,,
15:31:03.474,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:31:03.539,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:03.603,1,301,0,0,3,80,8,0,,,,,
15:31:03.665,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:03.728,1,204,0,0,8,0,0,0,0,0,0,0,0
15:31:03.793,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:31:03.855,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:03.919,1,203,0,0,8,b3,8,24,dd,8,0,0,80
15:31:03.982,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:31:04.047,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:04.110,1,201,0,0,5,f2,3,20,3,62,,,
15:31:04.173,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:31:04.237,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:04.301,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:31:04.364,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:04.428,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:31:04.491,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:31:04.555,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:04.619,1,203,0,0,8,c1,8,0,b1,16,0,0,80
15:31:04.682,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:31:04.745,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:04.808,1,201,0,0,5,fc,3,6c,2,62,,,
15:31:04.873,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:04.935,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:04.998,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:31:05.062,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:05.125,1,203,0,0,8,c8,8,d0,6f,12,0,0,80
15:31:05.189,1,300,0,0,8,3,5a,64,5a,a,0,a,f8
15:31:05.252,1,401,0,0,8,44,a0,0,0,cd,2,0,0
15:31:05.321,1,203,0,0,8,c5,8,dc,84,24,0,0,80
15:31:05.385,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:31:05.449,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:05.512,1,201,0,0,5,6,4,d6,1,62,,,
15:31:05.576,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:31:05.639,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:05.702,1,201,0,0,5,6,4,e8,3,62,,,
15:31:05.765,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:05.829,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:05.892,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:31:05.955,1,401,0,0,8,b,a0,0,0,f,3,0,0
15:31:06.018,1,203,0,0,8,de,8,a4,35,14,0,0,80
15:31:06.081,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:31:06.144,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:06.207,1,201,0,0,5,10,4,c6,2,62,,,
15:31:06.270,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:06.334,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:06.397,1,300,0,0,8,3,5a,64,5a,a,0,a,70
15:31:06.462,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:06.524,1,203,0,0,8,e1,8,0,b1,16,0,0,80
15:31:06.588,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:31:06.651,1,301,0,0,3,54,5,0,,,,,
15:31:06.716,1,203,0,0,8,da,8,7c,2,1c,0,0,80
15:31:06.778,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:06.842,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:06.905,1,201,0,0,5,10,4,1e,5,62,,,
15:31:06.970,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:07.032,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:07.096,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:31:07.159,1,401,0,0,8,3,a0,0,0,d2,2,0,0
15:31:07.222,1,203,0,0,8,cf,8,44,b3,b,0,0,80
15:31:07.285,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:31:07.349,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:07.412,1,201,0,0,5,10,4,10,4,62,,,
15:31:07.476,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:07.540,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:07.603,1,201,0,0,5,10,4,f4,1,62,,,
15:31:07.665,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:07.732,1,204,0,0,8,0,0,0,0,0,0,0,0
15:31:07.792,1,300,0,0,8,3,5a,64,5a,a,0,a,bc
15:31:07.855,1,401,0,0,8,1d,a0,0,0,74,3,0,0
15:31:07.918,1,203,0,0,8,fe,8,68,4f,1b,0,0,80
15:31:07.981,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:08.044,1,300,0,0,8,3,5a,64,5a,a,0,a,61
15:31:08.110,1,201,0,0,5,10,4,be,0,62,,,
15:31:08.173,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:08.236,1,404,0,0,2,4a,0,,,,,,
15:31:08.299,1,300,0,0,8,3,5a,64,5a,a,0,a,16
15:31:08.363,1,401,0,0,8,46,a0,0,0,14,3,0,0
15:31:08.426,1,203,0,0,8,ff,8,a8,65,18,0,0,80
15:31:08.489,1,300,0,0,8,3,5a,64,5a,a,0,a,da
15:31:08.552,1,401,0,0,8,42,a0,0,0,5f,2,0,0
15:31:08.615,1,404,0,0,2,27,0,,,,,,
15:31:08.678,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:08.741,1,300,0,0,8,3,5a,64,5a,a,0,a,8f
15:31:08.804,1,201,0,0,5,1a,4,0,0,62,,,
15:31:08.871,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:08.930,1,402,0,0,8,5f,0,0,0,b8,62,9,0
15:31:08.994,1,300,0,0,8,3,5a,64,5a,a,0,a,34
15:31:09.057,1,401,0,0,8,46,a0,0,0,e7,1,0,0
15:31:09.120,1,203,0,0,8,f,9,30,4b,f,0,0,80
15:31:09.183,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:09.247,1,206,0,0,8,0,0,0,0,0,0,0,0
15:31:09.309,1,201,0,0,5,24,4,fa,0,62,,,
15:31:09.372,1,400,0,0,8,1,0,2c,0,0,0,0,0
15:31:09.436,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:31:09.499,1,300,0,0,8,3,5a,64,5a,a,0,a,9e
15:31:09.562,1,401,0,0,8,48,a0,0,0,25,2,0,0
15:31:09.626,1,203,0,0,8,23,9,88,33,e,0,0,80
15:31:09.689,1,300,0,0,8,3,5a,64,5a,a,0,a,52
15:31:09.752,1,666,0,0,8,52,8,5,0,52,95,36,2
