15:34:57.285,1,201,0,0,5,0,0,0,0,2,,,
15:34:57.348,1,300,0,0,8,0,5a,64,5a,0,0,0,ea
15:34:57.412,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:57.475,1,201,0,0,5,0,0,0,0,2,,,
15:34:57.538,1,300,0,0,8,0,5a,64,5a,0,0,0,ae
15:34:57.600,1,301,0,0,3,e8,f,0,,,,,
15:34:57.664,1,201,0,0,5,0,0,0,0,2,,,
15:34:57.728,1,401,0,0,8,46,a0,0,0,44,0,0,0
15:34:57.791,1,201,0,0,5,0,0,0,0,2,,,
15:34:57.854,1,400,0,0,8,1,0,c,0,0,0,0,0
15:34:57.917,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:57.980,1,201,0,0,5,0,0,0,0,2,,,
15:34:58.043,1,300,0,0,8,0,5a,64,5a,0,0,0,c8
15:34:58.107,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:58.169,1,201,0,0,5,0,0,0,0,2,,,
15:34:58.233,1,401,0,0,8,46,a0,0,0,44,0,0,0
15:34:58.296,1,300,0,0,8,0,5a,64,5a,0,0,0,9d
15:34:58.359,1,201,0,0,5,0,0,0,0,2,,,
15:34:58.422,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:58.485,1,201,0,0,5,0,0,0,0,2,,,
15:34:58.548,1,300,0,0,8,0,5a,64,5a,0,0,0,62
15:34:58.613,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:58.676,1,201,0,0,5,0,0,0,0,2,,,
15:34:58.738,1,300,0,0,8,0,5a,64,5a,0,0,0,26
15:34:58.802,1,203,0,0,8,0,0,0,0,0,0,0,0
15:34:58.864,1,201,0,0,5,0,0,0,0,2,,,
15:34:58.927,1,401,0,0,8,44,a0,0,0,44,0,0,0
15:34:58.992,1,300,0,0,8,0,5a,64,5a,0,0,0,fb
15:34:59.054,1,400,0,0,8,1,0,c,0,0,0,0,0
15:34:59.118,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:59.180,1,201,0,0,5,0,0,0,0,2,,,
15:34:59.243,1,300,0,0,8,0,5a,64,5a,0,0,0,40
15:34:59.307,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:59.369,1,201,0,0,5,0,0,0,0,2,,,
15:34:59.432,1,401,0,0,8,48,a0,0,0,44,0,0,0
15:34:59.496,1,300,0,0,8,0,5a,64,5a,0,0,0,15
15:34:59.559,1,400,0,0,8,1,0,c,0,0,0,0,0
15:34:59.624,1,206,0,0,8,0,0,0,0,0,0,0,0
15:34:59.686,1,201,0,0,5,0,0,0,0,2,,,
15:34:59.750,1,300,0,0,8,0,5a,64,5a,0,0,0,ea
15:34:59.813,1,204,0,0,8,0,0,0,0,0,0,0,0
15:34:59.876,1,201,0,0,5,0,0,0,0,2,,,
15:34:59.939,1,401,0,0,8,46,a0,0,0,45,0,0,0
15:35:00.002,1,203,0,0,8,0,0,0,0,0,0,0,0
15:35:00.065,1,201,0,0,5,0,0,0,0,2,,,
15:35:00.129,1,401,0,0,8,48,a0,0,0,44,0,0,0
15:35:00.192,1,300,0,0,8,0,5a,64,5a,0,0,0,73
15:35:00.254,1,400,0,0,8,1,0,c,0,0,0,0,0
15:35:00.319,1,404,0,0,2,1,0,,,,,,
15:35:00.380,1,404,0,0,2,20,0,,,,,,
15:35:00.443,1,300,0,0,8,0,5a,64,5a,0,0,0,c8
15:35:00.506,1,404,0,0,2,24,0,,,,,,
15:35:00.570,1,404,0,0,2,26,0,,,,,,
15:35:00.632,1,404,0,0,2,4c,0,,,,,,
15:35:00.698,1,300,0,0,8,0,5a,64,5a,0,0,0,9d
15:35:00.758,1,400,0,0,8,1,0,c,0,0,0,0,0
15:35:00.821,1,404,0,0,2,4,0,,,,,,
15:35:00.884,1,404,0,0,2,b1,1,,,,,,
15:35:00.949,1,300,0,0,8,0,5a,64,5a,0,0,0,62
15:35:01.010,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:35:01.073,1,201,0,0,5,32,0,6,22,2,,,
15:35:01.137,1,401,0,0,8,46,a0,0,0,44,0,0,0
15:35:01.203,1,300,0,0,8,0,5a,64,5a,0,0,0,37
15:35:01.264,1,400,0,0,8,1,0,c,0,0,0,0,0
15:35:01.327,1,206,0,0,8,0,0,0,0,0,0,0,0
15:35:01.390,1,201,0,0,5,32,0,cc,b,2,,,
15:35:01.455,1,400,0,0,8,1,0,c,0,0,0,0,0
15:35:01.515,1,402,0,0,8,5f,0,0,0,28,59,9,0
15:35:01.579,1,201,0,0,5,32,0,c,8,2,,,
15:35:01.641,1,401,0,0,8,48,a0,0,0,45,0,0,0
15:35:01.704,1,206,0,0,8,0,0,0,0,0,0,0,0
15:35:01.767,1,201,0,0,5,32,0,7a,17,2,,,
15:35:01.830,1,401,0,0,8,48,a0,0,0,44,0,0,0
15:35:01.894,1,300,0,0,8,0,5a,64,5a,0,0,0,15
15:35:01.956,1,400,0,0,8,1,0,c,0,0,0,0,0
15:35:02.019,1,403,0,0,8,64,0,0,0,40,e3,9,0
15:35:02.083,1,201,0,0,5,32,0,22,1a,2,,,
15:35:02.147,1,401,0,0,8,48,a0,0,0,44,0,0,0
