timestamp,event,event type,start time,sport,sub sport,total elapsed time,total timer time,total distance,total calories,avg speed,max speed,avg cadence,max cadence,avg power,max power,total ascent,total descent,num laps,enhanced avg speed,enhanced max speed,avg lev motor power,max lev motor power,lev battery consumption
1096199890,8,1,1096199790,21,7,100000,99000,43000,0,4343,6602,8,21,0,8,0,0,0,4343,6602,0,0,0
