Timestamp,IsSPI,ID,IsExtended,IsRemote,Length,D1,D2,D3,D4,D5,D6,D7,D8
0.009106,,300,,,8,03,5A,64,5A,3C,00,3C,BB
0.00957,,301,,,3,43,0B,00,,,,,
0.059112,,300,,,8,03,5A,64,5A,3C,00,3C,FC
0.059581,,301,,,3,B5,0C,00,,,,,
0.109891,,300,,,8,03,5A,64,5A,3C,00,3C,FD
0.110364,,301,,,3,4E,0D,00,,,,,
0.159122,,300,,,8,03,5A,64,5A,3C,00,3C,FE
0.15959,,301,,,3,1D,0E,00,,,,,
0.209128,,300,,,8,03,5A,64,5A,3C,00,3C,FF
0.2096,,301,,,3,E8,0F,00,,,,,
0.259131,,300,,,8,03,5A,64,5A,3C,00,3C,30
0.259599,,301,,,3,E2,00,00,,,,,
0.309137,,300,,,8,03,5A,64,5A,3C,00,3C,31
0.309601,,301,,,3,B3,01,00,,,,,
0.359141,,300,,,8,03,5A,64,5A,3C,00,3C,32
0.359609,,301,,,3,6B,02,00,,,,,
0.409149,,300,,,8,03,5A,64,5A,3C,00,3C,33
0.409613,,301,,,3,96,03,00,,,,,
0.459152,,300,,,8,03,5A,64,5A,3C,00,3C,74
0.459616,,301,,,3,03,04,00,,,,,
0.509159,,300,,,8,03,5A,64,5A,3C,00,3C,75
0.509628,,301,,,3,54,05,00,,,,,
0.559162,,300,,,8,03,5A,64,5A,3C,00,3C,76
0.559626,,301,,,3,F5,06,00,,,,,
0.60917,,300,,,8,03,5A,64,5A,3C,00,3C,77
0.609634,,301,,,3,B8,07,00,,,,,
0.659173,,300,,,8,03,5A,64,5A,3C,00,3C,B8
0.659637,,301,,,3,80,08,00,,,,,
0.70918,,300,,,8,03,5A,64,5A,3C,00,3C,B9
0.709644,,301,,,3,88,09,00,,,,,
0.759182,,300,,,8,03,5A,64,5A,3C,00,3C,BA
0.759646,,301,,,3,C6,0A,00,,,,,
0.80919,,300,,,8,03,5A,64,5A,3C,00,3C,BB
0.809654,,301,,,3,43,0B,00,,,,,
0.859197,,300,,,8,03,5A,64,5A,3C,00,3C,FC
0.859665,,301,,,3,B5,0C,00,,,,,
0.9092,,300,,,8,03,5A,64,5A,3C,00,3C,FD
0.909672,,301,,,3,4E,0D,00,,,,,
0.959206,,300,,,8,03,5A,64,5A,3C,00,3C,FE
0.959674,,301,,,3,1D,0E,00,,,,,
1.009209,,300,,,8,03,5A,64,5A,3C,00,3C,FF
1.009681,,301,,,3,E8,0F,00,,,,,
1.059216,,300,,,8,03,5A,64,5A,3C,00,3C,30
1.059684,,301,,,3,E2,00,00,,,,,
1.109999,,300,,,8,03,5A,64,5A,3C,00,3C,31
1.110463,,301,,,3,B3,01,00,,,,,
1.15923,,300,,,8,03,5A,64,5A,3C,00,3C,32
1.159698,,301,,,3,6B,02,00,,,,,
1.209232,,300,,,8,03,5A,64,5A,3C,00,3C,33
1.209696,,301,,,3,96,03,00,,,,,
1.259238,,300,,,8,03,5A,64,5A,3C,00,3C,74
1.259702,,301,,,3,03,04,00,,,,,
1.309244,,300,,,8,03,5A,64,5A,3C,00,3C,75
1.309712,,301,,,3,54,05,00,,,,,
1.359249,,300,,,8,03,5A,64,5A,3C,00,3C,76
1.359713,,301,,,3,F5,06,00,,,,,
1.409252,,300,,,8,03,5A,64,5A,3C,00,3C,77
1.409716,,301,,,3,B8,07,00,,,,,
1.459259,,300,,,8,03,5A,64,5A,3C,00,3C,B8
1.459723,,301,,,3,80,08,00,,,,,
1.509263,,300,,,8,03,5A,64,5A,3C,00,3C,B9
1.509727,,301,,,3,88,09,00,,,,,
1.55927,,300,,,8,03,5A,64,5A,3C,00,3C,BA
1.559734,,301,,,3,C6,0A,00,,,,,
1.609272,,300,,,8,03,5A,64,5A,3C,00,3C,BB
1.609736,,301,,,3,43,0B,00,,,,,
1.659278,,300,,,8,03,5A,64,5A,3C,00,3C,FC
1.659746,,301,,,3,B5,0C,00,,,,,
1.709284,,300,,,8,03,5A,64,5A,3C,00,3C,FD
1.709756,,301,,,3,4E,0D,00,,,,,
1.759291,,300,,,8,03,5A,64,5A,3C,00,3C,FE
1.759759,,301,,,3,1D,0E,00,,,,,
1.809295,,300,,,8,03,5A,64,5A,3C,00,3C,FF
1.809767,,301,,,3,E8,0F,00,,,,,
1.860301,,300,,,8,03,5A,64,5A,3C,00,3C,30
1.860769,,301,,,3,E2,00,00,,,,,
1.910305,,300,,,8,03,5A,64,5A,3C,00,3C,31
1.910769,,301,,,3,B3,01,00,,,,,
1.960311,,300,,,8,03,5A,64,5A,3C,00,3C,32
1.960779,,301,,,3,6B,02,00,,,,,
2.010316,,300,,,8,03,5A,64,5A,3C,00,3C,33
2.01078,,301,,,3,96,03,00,,,,,
2.060319,,300,,,8,03,5A,64,5A,3C,00,3C,74
2.060783,,301,,,3,03,04,00,,,,,
2.111101,,300,,,8,03,5A,64,5A,3C,00,3C,75
2.111569,,301,,,3,54,05,00,,,,,
2.160332,,300,,,8,03,5A,64,5A,3C,00,3C,76
2.160796,,301,,,3,F5,06,00,,,,,
2.210338,,300,,,8,03,5A,64,5A,3C,00,3C,77
2.210802,,301,,,3,B8,07,00,,,,,
2.26034,,300,,,8,03,5A,64,5A,3C,00,3C,B8
2.260804,,301,,,3,80,08,00,,,,,
2.310347,,300,,,8,03,5A,64,5A,3C,00,3C,B9
2.310811,,301,,,3,88,09,00,,,,,
2.360353,,300,,,8,03,5A,64,5A,3C,00,3C,BA
2.360817,,301,,,3,C6,0A,00,,,,,
2.410356,,300,,,8,03,5A,64,5A,3C,00,3C,BB
2.41082,,301,,,3,43,0B,00,,,,,
2.460363,,300,,,8,03,5A,64,5A,3C,00,3C,FC
2.460831,,301,,,3,B5,0C,00,,,,,
2.510367,,300,,,8,03,5A,64,5A,3C,00,3C,FD
2.510839,,301,,,3,4E,0D,00,,,,,
2.560374,,300,,,8,03,5A,64,5A,3C,00,3C,FE
2.560842,,301,,,3,1D,0E,00,,,,,
2.610379,,300,,,8,03,5A,64,5A,3C,00,3C,FF
2.610851,,301,,,3,E8,0F,00,,,,,
2.660385,,300,,,8,03,5A,64,5A,3C,00,3C,30
2.660853,,301,,,3,E2,00,00,,,,,
2.710387,,300,,,8,03,5A,64,5A,3C,00,3C,31
2.710851,,301,,,3,B3,01,00,,,,,
2.760393,,300,,,8,03,5A,64,5A,3C,00,3C,32
2.760861,,301,,,3,6B,02,00,,,,,
2.810399,,300,,,8,03,5A,64,5A,3C,00,3C,33
2.810863,,301,,,3,96,03,00,,,,,
2.860405,,300,,,8,03,5A,64,5A,3C,00,3C,74
2.86087,,301,,,3,03,04,00,,,,,
2.910408,,300,,,8,03,5A,64,5A,3C,00,3C,75
2.910876,,301,,,3,54,05,00,,,,,
2.960414,,300,,,8,03,5A,64,5A,3C,00,3C,76
2.960878,,301,,,3,F5,06,00,,,,,
3.01042,,300,,,8,03,5A,64,5A,3C,00,3C,77
3.010885,,301,,,3,B8,07,00,,,,,
3.060427,,300,,,8,03,5A,64,5A,3C,00,3C,B8
3.060891,,301,,,3,80,08,00,,,,,
3.111206,,300,,,8,03,5A,64,5A,3C,00,3C,B9
3.11167,,301,,,3,88,09,00,,,,,
3.116299,,404,,,2,4A,00,,,,,,
3.151748,,404,,,2,02,30,,,,,,
3.160436,,300,,,8,03,5A,64,5A,3C,00,3C,BA
3.1609,,301,,,3,C6,0A,00,,,,,
