Timestamp,IsSPI,ID,IsExtended,IsRemote,Length,D1,D2,D3,D4,D5,D6,D7,D8
0.033867,,300,,,8,03,5A,64,5A,28,00,28,34
0.034335,,301,,,3,03,04,00,,,,,
0.08387,,300,,,8,03,5A,64,5A,28,00,28,25
0.084338,,301,,,3,54,05,00,,,,,
0.133874,,300,,,8,03,5A,64,5A,28,00,28,36
0.134346,,301,,,3,F5,06,00,,,,,
0.183883,,300,,,8,03,5A,64,5A,28,00,28,27
0.184355,,301,,,3,B8,07,00,,,,,
0.233888,,300,,,8,03,5A,64,5A,28,00,28,F8
0.234356,,301,,,3,80,08,00,,,,,
0.283893,,300,,,8,03,5A,64,5A,28,00,28,E9
0.284357,,301,,,3,88,09,00,,,,,
0.333899,,300,,,8,03,5A,64,5A,28,00,28,FA
0.334371,,301,,,3,C6,0A,00,,,,,
0.383902,,300,,,8,03,5A,64,5A,28,00,28,EB
0.38437,,301,,,3,43,0B,00,,,,,
0.433908,,300,,,8,03,5A,64,5A,28,00,28,BC
0.434372,,301,,,3,B5,0C,00,,,,,
0.484691,,300,,,8,03,5A,64,5A,28,00,28,AD
0.485159,,301,,,3,4E,0D,00,,,,,
0.534697,,300,,,8,03,5A,64,5A,28,00,28,BE
0.535169,,301,,,3,1D,0E,00,,,,,
0.583927,,300,,,8,03,5A,64,5A,28,00,28,AF
0.584399,,301,,,3,E8,0F,00,,,,,
0.63393,,300,,,8,03,5A,64,5A,28,00,28,70
0.634398,,301,,,3,E2,00,00,,,,,
0.683932,,300,,,8,03,5A,64,5A,28,00,28,61
0.684396,,301,,,3,B3,01,00,,,,,
0.73394,,300,,,8,03,5A,64,5A,28,00,28,72
0.734404,,301,,,3,6B,02,00,,,,,
0.783943,,300,,,8,03,5A,64,5A,28,00,28,63
0.784407,,301,,,3,96,03,00,,,,,
0.833951,,300,,,8,03,5A,64,5A,28,00,28,34
0.834419,,301,,,3,03,04,00,,,,,
0.883956,,300,,,8,03,5A,64,5A,28,00,28,25
0.884424,,301,,,3,54,05,00,,,,,
0.93396,,300,,,8,03,5A,64,5A,28,00,28,36
0.934432,,301,,,3,F5,06,00,,,,,
0.983967,,300,,,8,03,5A,64,5A,28,00,28,27
0.984439,,301,,,3,B8,07,00,,,,,
1.03397,,300,,,8,03,5A,64,5A,28,00,28,F8
1.034438,,301,,,3,80,08,00,,,,,
1.083978,,300,,,8,03,5A,64,5A,28,00,28,E9
1.084442,,301,,,3,88,09,00,,,,,
1.133983,,300,,,8,03,5A,64,5A,28,00,28,FA
1.134455,,301,,,3,C6,0A,00,,,,,
1.183988,,300,,,8,03,5A,64,5A,28,00,28,EB
1.184456,,301,,,3,43,0B,00,,,,,
1.23399,,300,,,8,03,5A,64,5A,28,00,28,BC
1.234454,,301,,,3,B5,0C,00,,,,,
1.283997,,300,,,8,03,5A,64,5A,28,00,28,AD
1.284465,,301,,,3,4E,0D,00,,,,,
1.334002,,300,,,8,03,5A,64,5A,28,00,28,BE
1.334474,,301,,,3,1D,0E,00,,,,,
1.384009,,300,,,8,03,5A,64,5A,28,00,28,AF
1.384481,,301,,,3,E8,0F,00,,,,,
1.434012,,300,,,8,03,5A,64,5A,28,00,28,70
1.43448,,301,,,3,E2,00,00,,,,,
1.484795,,300,,,8,03,5A,64,5A,28,00,28,61
1.485259,,301,,,3,B3,01,00,,,,,
1.534802,,300,,,8,03,5A,64,5A,28,00,28,72
1.535266,,301,,,3,6B,02,00,,,,,
1.584032,,300,,,8,03,5A,64,5A,28,00,28,63
