1.857275,,301,,,3,4E,0D,00,,,,,
1.90681,,300,,,8,03,5A,64,5A,1E,00,1E,DE
1.907278,,301,,,3,1D,0E,00,,,,,
1.956817,,300,,,8,03,5A,64,5A,1E,00,1E,DF
1.957285,,301,,,3,E8,0F,00,,,,,
2.006819,,300,,,8,03,5A,64,5A,1E,00,1E,30
2.007287,,301,,,3,E2,00,00,,,,,
2.056826,,300,,,8,03,5A,64,5A,1E,00,1E,31
2.05729,,301,,,3,B3,01,00,,,,,
2.106851,,300,,,8,03,5A,64,5A,1E,00,1E,12
2.107315,,301,,,3,6B,02,00,,,,,
2.156836,,300,,,8,03,5A,64,5A,1E,00,1E,13
2.1573,,301,,,3,96,03,00,,,,,
2.206843,,300,,,8,03,5A,64,5A,1E,00,1E,74
2.207307,,301,,,3,03,04,00,,,,,
2.256847,,300,,,8,03,5A,64,5A,1E,00,1E,75
2.257319,,301,,,3,54,05,00,,,,,
2.306851,,300,,,8,03,5A,64,5A,1E,00,1E,56
2.307319,,301,,,3,F5,06,00,,,,,
2.356857,,300,,,8,03,5A,64,5A,1E,00,1E,57
2.357325,,301,,,3,B8,07,00,,,,,
2.406863,,300,,,8,03,5A,64,5A,1E,00,1E,B8
2.407327,,301,,,3,80,08,00,,,,,
2.456868,,300,,,8,03,5A,64,5A,1E,00,1E,B9
2.457332,,301,,,3,88,09,00,,,,,
2.506874,,300,,,8,03,5A,64,5A,1E,00,1E,9A
2.507342,,301,,,3,C6,0A,00,,,,,
2.556879,,300,,,8,03,5A,64,5A,1E,00,1E,9B
2.557343,,301,,,3,43,0B,00,,,,,
2.606882,,300,,,8,03,5A,64,5A,1E,00,1E,FC
2.60735,,301,,,3,B5,0C,00,,,,,
2.656889,,300,,,8,03,5A,64,5A,1E,00,1E,FD
2.657357,,301,,,3,4E,0D,00,,,,,
2.707672,,300,,,8,03,5A,64,5A,1E,00,1E,DE
2.70814,,301,,,3,1D,0E,00,,,,,
2.756903,,300,,,8,03,5A,64,5A,1E,00,1E,DF
2.757371,,301,,,3,E8,0F,00,,,,,
2.806906,,300,,,8,03,5A,64,5A,1E,00,1E,30
2.807374,,301,,,3,E2,00,00,,,,,
2.856912,,300,,,8,03,5A,64,5A,1E,00,1E,31
2.857376,,301,,,3,B3,01,00,,,,,
2.906914,,300,,,8,03,5A,64,5A,1E,00,1E,12
2.907378,,301,,,3,6B,02,00,,,,,
2.95692,,300,,,8,03,5A,64,5A,1E,00,1E,13
2.957384,,301,,,3,96,03,00,,,,,
3.006927,,300,,,8,03,5A,64,5A,1E,00,1E,74
3.007391,,301,,,3,03,04,00,,,,,
3.05693,,300,,,8,03,5A,64,5A,1E,00,1E,75
3.057402,,301,,,3,54,05,00,,,,,
3.106937,,300,,,8,03,5A,64,5A,1E,00,1E,56
3.107405,,301,,,3,F5,06,00,,,,,
3.156941,,300,,,8,03,5A,64,5A,1E,00,1E,57
3.157409,,301,,,3,B8,07,00,,,,,
3.206947,,300,,,8,03,5A,64,5A,1E,00,1E,B8
3.207412,,301,,,3,80,08,00,,,,,
3.256953,,300,,,8,03,5A,64,5A,1E,00,1E,B9
3.257417,,301,,,3,88,09,00,,,,,
3.306956,,300,,,8,03,5A,64,5A,1E,00,1E,9A
3.307424,,301,,,3,C6,0A,00,,,,,
3.356963,,300,,,8,03,5A,64,5A,1E,00,1E,9B
3.357427,,301,,,3,43,0B,00,,,,,
3.406967,,300,,,8,03,5A,64,5A,1E,00,1E,FC
3.407435,,301,,,3,B5,0C,00,,,,,
3.456971,,300,,,8,03,5A,64,5A,1E,00,1E,FD
3.457439,,301,,,3,4E,0D,00,,,,,
3.506978,,300,,,8,03,5A,64,5A,1E,00,1E,DE
3.507446,,301,,,3,1D,0E,00,,,,,
3.556984,,300,,,8,03,5A,64,5A,1E,00,1E,DF
3.557453,,301,,,3,E8,0F,00,,,,,
3.606987,,300,,,8,03,5A,64,5A,1E,00,1E,30
3.607455,,301,,,3,E2,00,00,,,,,
3.656995,,300,,,8,03,5A,64,5A,1E,00,1E,31
3.657459,,301,,,3,B3,01,00,,,,,
3.707777,,300,,,8,03,5A,64,5A,1E,00,1E,12
3.708241,,301,,,3,6B,02,00,,,,,
3.75701,,300,,,8,03,5A,64,5A,1E,00,1E,13
3.757474,,301,,,3,96,03,00,,,,,
3.807009,,300,,,8,03,5A,64,5A,1E,00,1E,74
3.807473,,301,,,3,03,04,00,,,,,
3.857015,,300,,,8,03,5A,64,5A,1E,00,1E,75
3.857487,,301,,,3,54,05,00,,,,,
3.907018,,300,,,8,03,5A,64,5A,1E,00,1E,56
3.907486,,301,,,3,F5,06,00,,,,,
3.957025,,300,,,8,03,5A,64,5A,1E,00,1E,57
3.957493,,301,,,3,B8,07,00,,,,,
4.007032,,300,,,8,03,5A,64,5A,1E,00,1E,B8
4.007496,,301,,,3,80,08,00,,,,,
4.057035,,300,,,8,03,5A,64,5A,1E,00,1E,B9
4.057499,,301,,,3,88,09,00,,,,,
4.107041,,300,,,8,03,5A,64,5A,1E,00,1E,9A
4.107509,,301,,,3,C6,0A,00,,,,,
4.157048,,300,,,8,03,5A,64,5A,1E,00,1E,9B
4.157512,,301,,,3,43,0B,00,,,,,
4.207051,,300,,,8,03,5A,64,5A,1E,00,1E,FC
4.207519,,301,,,3,B5,0C,00,,,,,
4.257056,,300,,,8,03,5A,64,5A,1E,00,1E,FD
4.257524,,301,,,3,4E,0D,00,,,,,
4.307059,,300,,,8,03,5A,64,5A,1E,00,1E,DE
4.307527,,301,,,3,1D,0E,00,,,,,
4.357068,,300,,,8,03,5A,64,5A,1E,00,1E,DF
4.357536,,301,,,3,E8,0F,00,,,,,
4.407071,,300,,,8,03,5A,64,5A,1E,00,1E,30
4.407539,,301,,,3,E2,00,00,,,,,
4.458077,,300,,,8,03,5A,64,5A,1E,00,1E,31
4.458541,,301,,,3,B3,01,00,,,,,
4.508083,,300,,,8,03,5A,64,5A,1E,00,1E,12
4.508548,,301,,,3,6B,02,00,,,,,
4.558085,,300,,,8,03,5A,64,5A,1E,00,1E,13
4.558549,,301,,,3,96,03,00,,,,,
4.608092,,300,,,8,03,5A,64,5A,1E,00,1E,74
4.608556,,301,,,3,03,04,00,,,,,
4.658097,,300,,,8,03,5A,64,5A,1E,00,1E,75
4.658569,,301,,,3,54,05,00,,,,,
4.70888,,300,,,8,03,5A,64,5A,1E,00,1E,56
4.709348,,301,,,3,F5,06,00,,,,,
4.75811,,300,,,8,03,5A,64,5A,1E,00,1E,57
4.758578,,301,,,3,B8,07,00,,,,,
4.808117,,300,,,8,03,5A,64,5A,1E,00,1E,B8
4.808581,,301,,,3,80,08,00,,,,,
4.85812,,300,,,8,03,5A,64,5A,1E,00,1E,B9
4.858584,,301,,,3,88,09,00,,,,,
4.908123,,300,,,8,03,5A,64,5A,1E,00,1E,9A
4.908591,,301,,,3,C6,0A,00,,,,,
4.958128,,300,,,8,03,5A,64,5A,1E,00,1E,9B
4.958592,,301,,,3,43,0B,00,,,,,
5.008135,,300,,,8,03,5A,64,5A,1E,00,1E,FC
5.008603,,301,,,3,B5,0C,00,,,,,
5.05814,,300,,,8,03,5A,64,5A,1E,00,1E,FD
5.058608,,301,,,3,4E,0D,00,,,,,
5.108147,,300,,,8,03,5A,64,5A,1E,00,1E,DE
5.108615,,301,,,3,1D,0E,00,,,,,
5.15815,,300,,,8,03,5A,64,5A,1E,00,1E,DF
5.158618,,301,,,3,E8,0F,00,,,,,
5.208157,,300,,,8,03,5A,64,5A,1E,00,1E,30
5.208625,,301,,,3,E2,00,00,,,,,
5.25816,,300,,,8,03,5A,64,5A,1E,00,1E,31
5.258624,,301,,,3,B3,01,00,,,,,
5.308167,,300,,,8,03,5A,64,5A,1E,00,1E,12
5.308631,,301,,,3,6B,02,00,,,,,
5.358173,,300,,,8,03,5A,64,5A,1E,00,1E,13
5.358637,,301,,,3,96,03,00,,,,,
5.408176,,300,,,8,03,5A,64,5A,1E,00,1E,74
5.40864,,301,,,3,03,04,00,,,,,
5.458182,,300,,,8,03,5A,64,5A,1E,00,1E,75
5.458654,,301,,,3,54,05,00,,,,,
5.508188,,300,,,8,03,5A,64,5A,1E,00,1E,56
5.508656,,301,,,3,F5,06,00,,,,,
5.558192,,300,,,8,03,5A,64,5A,1E,00,1E,57
5.55866,,301,,,3,B8,07,00,,,,,
5.608199,,300,,,8,03,5A,64,5A,1E,00,1E,B8
5.608663,,301,,,3,80,08,00,,,,,
5.658201,,300,,,8,03,5A,64,5A,1E,00,1E,B9
5.658666,,301,,,3,88,09,00,,,,,
5.693818,,404,,,2,4A,00,,,,,,
5.708985,,300,,,8,03,5A,64,5A,1E,00,1E,9A
5.709453,,301,,,3,C6,0A,00,,,,,
5.723015,,404,,,2,02,30,,,,,,
5.75427,,404,,,2,44,00,,,,,,
5.758214,,300,,,8,03,5A,64,5A,1E,00,1E,9B
5.758678,,301,,,3,43,0B,00,,,,,
5.785659,,404,,,2,01,00,,,,,,
5.808221,,300,,,8,03,5A,64,5A,1E,00,1E,FC
5.808689,,301,,,3,B5,0C,00,,,,,
5.823647,,404,,,2,A3,01,,,,,,
5.848017,,404,,,2,20,00,,,,,,
5.858224,,300,,,8,03,5A,64,5A,1E,00,1E,FD
5.858692,,301,,,3,4E,0D,00,,,,,
5.879389,,404,,,2,21,00,,,,,,
5.908229,,300,,,8,03,5A,64,5A,1E,00,1E,DE
5.908697,,301,,,3,1D,0E,00,,,,,
5.910341,,404,,,2,22,00,,,,,,
5.941566,,404,,,2,23,00,,,,,,
5.958234,,300,,,8,03,5A,64,5A,1E,00,1E,DF
5.958702,,301,,,3,E8,0F,00,,,,,
5.978551,,404,,,2,24,00,,,,,,
6.004071,,404,,,2,25,00,,,,,,
6.008241,,300,,,8,03,5A,64,5A,1E,00,1E,30
6.008709,,301,,,3,E2,00,00,,,,,
6.035328,,404,,,2,26,00,,,,,,
6.058246,,300,,,8,03,5A,64,5A,1E,00,1E,31
6.05871,,301,,,3,B3,01,00,,,,,
6.066575,,404,,,2,27,00,,,,,,
6.097823,,404,,,2,4C,00,,,,,,
6.108249,,300,,,8,03,5A,64,5A,1E,00,1E,12
6.108713,,301,,,3,6B,02,00,,,,,
6.134586,,404,,,2,46,00,,,,,,
6.158254,,300,,,8,03,5A,64,5A,1E,00,1E,13
6.158719,,301,,,3,96,03,00,,,,,
6.160339,,404,,,2,4D,00,,,,,,
6.191582,,404,,,2,50,00,,,,,,
6.208261,,300,,,8,03,5A,64,5A,1E,00,1E,74
6.208725,,301,,,3,03,04,00,,,,,
6.222834,,404,,,2,02,00,,,,,,
6.254085,,404,,,2,0A,00,,,,,,
6.258264,,300,,,8,03,5A,64,5A,1E,00,1E,75
6.258736,,301,,,3,54,05,00,,,,,
6.29071,,404,,,2,04,00,,,,,,
6.30827,,300,,,8,03,5A,64,5A,1E,00,1E,56
6.308738,,301,,,3,F5,06,00,,,,,
6.316587,,404,,,2,B0,01,,,,,,
6.34784,,404,,,2,B1,01,,,,,,
6.358274,,300,,,8,03,5A,64,5A,1E,00,1E,57
6.358742,,301,,,3,B8,07,00,,,,,
6.408281,,300,,,8,03,5A,64,5A,1E,00,1E,B8
6.408745,,301,,,3,80,08,00,,,,,
6.459285,,300,,,8,03,5A,64,5A,1E,00,1E,B9
6.459749,,301,,,3,88,09,00,,,,,
6.509292,,300,,,8,03,5A,64,5A,1E,00,1E,9A
6.50976,,301,,,3,C6,0A,00,,,,,
6.559298,,300,,,8,03,5A,64,5A,1E,00,1E,9B
6.559762,,301,,,3,43,0B,00,,,,,
6.609304,,300,,,8,03,5A,64,5A,1E,00,1E,FC
6.609772,,301,,,3,B5,0C,00,,,,,
6.659308,,300,,,8,03,5A,64,5A,1E,00,1E,FD
6.659776,,301,,,3,4E,0D,00,,,,,
6.71009,,300,,,8,03,5A,64,5A,1E,00,1E,DE
6.710558,,301,,,3,1D,0E,00,,,,,
6.759532,,300,,,8,03,5A,64,5A,1E,00,1E,DF
6.76,,301,,,3,E8,0F,00,,,,,
6.809326,,300,,,8,03,5A,64,5A,1E,00,1E,30
6.809794,,301,,,3,E2,00,00,,,,,
6.859329,,300,,,8,03,5A,64,5A,1E,00,1E,31
6.859793,,301,,,3,B3,01,00,,,,,
6.909332,,300,,,8,03,5A,64,5A,1E,00,1E,12
6.909796,,301,,,3,6B,02,00,,,,,
6.959339,,300,,,8,03,5A,64,5A,1E,00,1E,13
6.959803,,301,,,3,96,03,00,,,,,
7.009346,,300,,,8,03,5A,64,5A,1E,00,1E,74
7.00981,,301,,,3,03,04,00,,,,,
7.059348,,300,,,8,03,5A,64,5A,1E,00,1E,75
7.05982,,301,,,3,54,05,00,,,,,
7.109354,,300,,,8,03,5A,64,5A,1E,00,1E,56
7.109822,,301,,,3,F5,06,00,,,,,
7.159398,,300,,,8,03,5A,64,5A,1E,00,1E,57
7.159866,,301,,,3,B8,07,00,,,,,
7.209365,,300,,,8,03,5A,64,5A,1E,00,1E,B8
7.209829,,301,,,3,80,08,00,,,,,
7.259613,,300,,,8,03,5A,64,5A,1E,00,1E,B9
7.260077,,301,,,3,88,09,00,,,,,
7.309376,,300,,,8,03,5A,64,5A,1E,00,1E,9A
7.309844,,301,,,3,C6,0A,00,,,,,
7.359868,,300,,,8,03,5A,64,5A,1E,00,1E,9B
7.360332,,301,,,3,43,0B,00,,,,,
7.409386,,300,,,8,03,5A,64,5A,1E,00,1E,FC
7.409854,,301,,,3,B5,0C,00,,,,,
7.45939,,300,,,8,03,5A,64,5A,1E,00,1E,FD
7.459858,,301,,,3,4E,0D,00,,,,,
7.509398,,300,,,8,03,5A,64,5A,1E,00,1E,DE
7.509866,,301,,,3,1D,0E,00,,,,,
7.559403,,300,,,8,03,5A,64,5A,1E,00,1E,DF
7.559871,,301,,,3,E8,0F,00,,,,,
7.609407,,300,,,8,03,5A,64,5A,1E,00,1E,30
7.609875,,301,,,3,E2,00,00,,,,,
7.659414,,300,,,8,03,5A,64,5A,1E,00,1E,31
7.659878,,301,,,3,B3,01,00,,,,,
7.710198,,300,,,8,03,5A,64,5A,1E,00,1E,12
7.710662,,301,,,3,6B,02,00,,,,,
7.759426,,300,,,8,03,5A,64,5A,1E,00,1E,13
7.75989,,301,,,3,96,03,00,,,,,
7.80943,,300,,,8,03,5A,64,5A,1E,00,1E,74
7.809894,,301,,,3,03,04,00,,,,,
7.859432,,300,,,8,03,5A,64,5A,1E,00,1E,75
7.859904,,301,,,3,54,05,00,,,,,
7.90944,,300,,,8,03,5A,64,5A,1E,00,1E,56
7.909908,,301,,,3,F5,06,00,,,,,
7.959442,,300,,,8,03,5A,64,5A,1E,00,1E,57
7.95991,,301,,,3,B8,07,00,,,,,
8.009447,,300,,,8,03,5A,64,5A,1E,00,1E,B8
8.009911,,301,,,3,80,08,00,,,,,
8.059455,,300,,,8,03,5A,64,5A,1E,00,1E,B9
8.059919,,301,,,3,88,09,00,,,,,
8.109461,,300,,,8,03,5A,64,5A,1E,00,1E,9A
8.109929,,301,,,3,C6,0A,00,,,,,
8.159463,,300,,,8,03,5A,64,5A,1E,00,1E,9B
8.159927,,301,,,3,43,0B,00,,,,,
8.209469,,300,,,8,03,5A,64,5A,1E,00,1E,FC
8.209937,,301,,,3,B5,0C,00,,,,,
8.259473,,300,,,8,03,5A,64,5A,1E,00,1E,FD
8.259941,,301,,,3,4E,0D,00,,,,,
8.309479,,300,,,8,03,5A,64,5A,1E,00,1E,DE
8.309947,,301,,,3,1D,0E,00,,,,,
8.359485,,300,,,8,03,5A,64,5A,1E,00,1E,DF
8.359954,,301,,,3,E8,0F,00,,,,,
