name,type,start_time,duration,"identifier","extended","num_data_bytes","RemoteFrame","remote_frame","crc","ack","data"
"CAN","data_field",0.49772,0.000032,,,,,,,,0x80
"CAN","data_field",0.497756,0.000032,,,,,,,,0x08
"CAN","data_field",0.497792,0.000036,,,,,,,,0x00
"CAN","crc_field",0.497832,0.000056,,,,,,0x0000000000007745,,
"CAN","ack_field",0.497896,0.000004,,,,,,,true,
"CAN","identifier_field",0.547175,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.547239,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.547255,0.000032,,,,,,,,0x03
"CAN","data_field",0.547291,0.000028,,,,,,,,0x5A
"CAN","data_field",0.547323,0.000028,,,,,,,,0x64
"CAN","data_field",0.547355,0.000028,,,,,,,,0x5A
"CAN","data_field",0.547387,0.000028,,,,,,,,0x64
"CAN","data_field",0.547419,0.000032,,,,,,,,0x00
"CAN","data_field",0.547459,0.000028,,,,,,,,0x64
"CAN","data_field",0.547491,0.000028,,,,,,,,0xA9
"CAN","crc_field",0.547523,0.00006,,,,,,0x0000000000002C13,,
"CAN","ack_field",0.547591,0.000004,,,,,,,true,
"CAN","identifier_field",0.547643,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.547703,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.547723,0.000028,,,,,,,,0x88
"CAN","data_field",0.547755,0.000032,,,,,,,,0x09
"CAN","data_field",0.547791,0.000032,,,,,,,,0x00
"CAN","crc_field",0.547827,0.000064,,,,,,0x000000000000603E,,
"CAN","ack_field",0.547899,0.000004,,,,,,,true,
"CAN","identifier_field",0.597181,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.597245,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.597261,0.000032,,,,,,,,0x03
"CAN","data_field",0.597297,0.000028,,,,,,,,0x5A
"CAN","data_field",0.597329,0.000028,,,,,,,,0x64
"CAN","data_field",0.597361,0.000028,,,,,,,,0x5A
"CAN","data_field",0.597393,0.000028,,,,,,,,0x64
"CAN","data_field",0.597425,0.000032,,,,,,,,0x00
"CAN","data_field",0.597465,0.000028,,,,,,,,0x64
"CAN","data_field",0.597497,0.000028,,,,,,,,0xBA
"CAN","crc_field",0.597529,0.000056,,,,,,0x0000000000000AB6,,
"CAN","ack_field",0.597593,0.000004,,,,,,,true,
"CAN","identifier_field",0.597645,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.597705,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.597725,0.000032,,,,,,,,0xC6
"CAN","data_field",0.597761,0.000032,,,,,,,,0x0A
"CAN","data_field",0.597797,0.000032,,,,,,,,0x00
"CAN","crc_field",0.597833,0.00006,,,,,,0x00000000000053FD,,
"CAN","ack_field",0.597901,0.000004,,,,,,,true,
"CAN","identifier_field",0.620613,0.000056,0x00000000000003DF,,,,,,,
"CAN","control_field",0.620673,0.000012,,,0x000000000000000E,,,,,
"CAN","data_field",0.620689,0.000032,,,,,,,,0xFB
"CAN","identifier_field",0.647184,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.647248,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.647264,0.000032,,,,,,,,0x03
"CAN","data_field",0.6473,0.000028,,,,,,,,0x5A
"CAN","data_field",0.647332,0.000028,,,,,,,,0x64
"CAN","data_field",0.647364,0.000028,,,,,,,,0x5A
"CAN","data_field",0.647396,0.000028,,,,,,,,0x64
"CAN","data_field",0.647428,0.000032,,,,,,,,0x00
"CAN","data_field",0.647468,0.000028,,,,,,,,0x64
"CAN","data_field",0.6475,0.000028,,,,,,,,0xAB
"CAN","crc_field",0.647532,0.000056,,,,,,0x00000000000062B8,,
"CAN","ack_field",0.647596,0.000004,,,,,,,true,
"CAN","identifier_field",0.647648,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.647708,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.647728,0.000028,,,,,,,,0x43
"CAN","data_field",0.64776,0.000028,,,,,,,,0x0B
"CAN","data_field",0.647792,0.000032,,,,,,,,0x00
"CAN","crc_field",0.647828,0.000056,,,,,,0x00000000000023D1,,
"CAN","ack_field",0.647892,0.000004,,,,,,,true,
"CAN","identifier_field",0.69719,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.697254,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.69727,0.000032,,,,,,,,0x03
"CAN","data_field",0.697306,0.000028,,,,,,,,0x5A
"CAN","data_field",0.697338,0.000028,,,,,,,,0x64
"CAN","data_field",0.69737,0.000028,,,,,,,,0x5A
"CAN","data_field",0.697402,0.000028,,,,,,,,0x64
"CAN","data_field",0.697434,0.000032,,,,,,,,0x00
"CAN","data_field",0.697474,0.000028,,,,,,,,0x64
"CAN","data_field",0.697506,0.000028,,,,,,,,0xBC
"CAN","crc_field",0.697538,0.000056,,,,,,0x0000000000001CD2,,
"CAN","ack_field",0.697602,0.000004,,,,,,,true,
"CAN","identifier_field",0.697654,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.697714,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.697734,0.000028,,,,,,,,0xB5
"CAN","data_field",0.697766,0.000028,,,,,,,,0x0C
"CAN","data_field",0.697798,0.000032,,,,,,,,0x00
"CAN","crc_field",0.697838,0.00006,,,,,,0x00000000000072FC,,
"CAN","ack_field",0.697906,0.000004,,,,,,,true,
"CAN","identifier_field",0.740667,0.00014,0x000000001FF679E7,true,,true,,,,
"CAN","control_field",0.740811,0.000012,,,0x000000000000000F,,,,,
"CAN","crc_field",0.740827,0.000068,,,,,,0x0000000000005FFF,,
"CAN","ack_field",0.740903,0.000004,,,,,,,false,
"CAN","identifier_field",0.747196,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.74726,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.747276,0.000032,,,,,,,,0x03
"CAN","data_field",0.747312,0.000028,,,,,,,,0x5A
"CAN","data_field",0.747344,0.000028,,,,,,,,0x64
"CAN","data_field",0.747376,0.000028,,,,,,,,0x5A
"CAN","data_field",0.747408,0.000028,,,,,,,,0x64
"CAN","data_field",0.74744,0.000032,,,,,,,,0x00
"CAN","data_field",0.74748,0.000028,,,,,,,,0x64
"CAN","data_field",0.747512,0.000028,,,,,,,,0xAD
"CAN","crc_field",0.747544,0.000056,,,,,,0x00000000000074DC,,
"CAN","ack_field",0.747608,0.000004,,,,,,,true,
"CAN","identifier_field",0.74766,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.74772,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.74774,0.000028,,,,,,,,0x4E
"CAN","data_field",0.747772,0.000032,,,,,,,,0x0D
"CAN","data_field",0.747808,0.000032,,,,,,,,0x00
"CAN","crc_field",0.747844,0.00006,,,,,,0x000000000000581C,,
"CAN","ack_field",0.747912,0.000004,,,,,,,true,
"CAN","identifier_field",0.797203,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.797267,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.797283,0.000032,,,,,,,,0x03
"CAN","data_field",0.797319,0.000028,,,,,,,,0x5A
"CAN","data_field",0.797351,0.000028,,,,,,,,0x64
"CAN","data_field",0.797383,0.000028,,,,,,,,0x5A
"CAN","data_field",0.797415,0.000028,,,,,,,,0x64
"CAN","data_field",0.797447,0.000032,,,,,,,,0x00
"CAN","data_field",0.797487,0.000028,,,,,,,,0x64
"CAN","data_field",0.797519,0.000032,,,,,,,,0xBE
"CAN","crc_field",0.797555,0.000056,,,,,,0x0000000000005279,,
"CAN","ack_field",0.797619,0.000004,,,,,,,true,
"CAN","identifier_field",0.797671,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.797731,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.797751,0.000028,,,,,,,,0x1D
"CAN","data_field",0.797783,0.000028,,,,,,,,0x0E
"CAN","data_field",0.797815,0.000032,,,,,,,,0x00
"CAN","crc_field",0.797851,0.00006,,,,,,0x00000000000060D7,,
"CAN","ack_field",0.797919,0.000004,,,,,,,true,
"CAN","identifier_field",0.820864,0.000056,0x00000000000003CF,,,,true,,,
"CAN","control_field",0.820924,0.000012,,,0x000000000000000E,,,,,
"CAN","crc_field",0.82094,0.000064,,,,,,0x0000000000003FF7,,
"CAN","ack_field",0.821012,0.000004,,,,,,,true,
"CAN","identifier_field",0.847982,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.848046,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.848062,0.000032,,,,,,,,0x03
"CAN","data_field",0.848098,0.000028,,,,,,,,0x5A
"CAN","data_field",0.84813,0.000028,,,,,,,,0x64
"CAN","data_field",0.848162,0.000028,,,,,,,,0x5A
"CAN","data_field",0.848194,0.000028,,,,,,,,0x64
"CAN","data_field",0.848226,0.000032,,,,,,,,0x00
"CAN","data_field",0.848266,0.000028,,,,,,,,0x64
"CAN","data_field",0.848298,0.000028,,,,,,,,0xAF
"CAN","crc_field",0.84833,0.000056,,,,,,0x0000000000003A77,,
"CAN","ack_field",0.848394,0.000004,,,,,,,true,
"CAN","identifier_field",0.848446,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.848506,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.848526,0.000032,,,,,,,,0xE8
"CAN","data_field",0.848562,0.000032,,,,,,,,0x0F
"CAN","data_field",0.848598,0.000032,,,,,,,,0x00
"CAN","crc_field",0.848634,0.000056,,,,,,0x00000000000077B9,,
"CAN","ack_field",0.848698,0.000004,,,,,,,true,
"CAN","identifier_field",0.898212,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.898276,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.898292,0.000032,,,,,,,,0x03
"CAN","data_field",0.898328,0.000028,,,,,,,,0x5A
"CAN","data_field",0.89836,0.000028,,,,,,,,0x64
