15:44:55.127,1,401,0,0,8,f5,9f,0,0,46,0,0,0
15:44:55.191,1,203,0,0,8,0,0,0,0,0,0,0,0
15:44:55.254,1,400,0,0,8,1,0,c,0,0,0,0,0
15:44:55.317,1,300,0,0,8,3,5a,64,5a,64,0,64,af
15:44:55.380,1,201,0,0,5,0,0,0,0,62,,,
15:44:55.443,1,400,0,0,8,1,0,c,0,0,0,0,0
15:44:55.506,1,206,0,0,8,0,0,0,0,0,0,0,0
15:44:55.569,1,201,0,0,5,0,0,0,0,62,,,
15:44:55.632,1,401,0,0,8,f7,9f,0,0,45,0,0,0
15:44:55.695,1,206,0,0,8,0,0,0,0,0,0,0,0
15:44:55.758,1,400,0,0,8,1,0,c,0,0,0,0,0
15:44:55.821,1,401,0,0,8,f7,9f,0,0,45,0,0,0
15:44:55.885,1,203,0,0,8,0,0,0,0,0,0,0,0
15:44:55.949,1,400,0,0,8,1,0,c,0,0,0,0,0
15:44:56.012,1,206,0,0,8,0,0,0,0,0,0,0,0
15:44:56.075,1,201,0,0,5,0,0,0,0,62,,,
15:44:56.138,1,401,0,0,8,f7,9f,0,0,45,0,0,0
15:44:56.201,1,206,0,0,8,0,0,0,0,0,0,0,0
15:44:56.264,1,400,0,0,8,1,0,c,0,0,0,0,0
15:44:56.327,1,401,0,0,8,f7,9f,0,0,46,0,0,0
15:44:56.391,1,203,0,0,8,0,0,0,0,0,0,0,0
15:44:56.454,1,400,0,0,8,1,0,c,0,0,0,0,0
15:44:56.518,1,300,0,0,8,3,5a,64,5a,64,0,64,27
15:44:56.581,1,201,0,0,5,0,0,0,0,62,,,
15:44:56.643,1,401,0,0,8,f5,9f,0,0,45,0,0,0
15:44:56.706,1,206,0,0,8,0,0,0,0,0,0,0,0
15:44:56.769,1,201,0,0,5,0,0,0,0,62,,,
15:44:56.833,1,401,0,0,8,f7,9f,0,0,45,0,0,0
15:44:56.896,1,206,0,0,8,0,0,0,0,0,0,0,0
15:44:56.959,1,400,0,0,8,1,0,c,0,0,0,0,0
15:44:57.022,1,401,0,0,8,f7,9f,0,0,45,0,0,0
15:44:57.085,1,203,0,0,8,0,0,0,0,0,0,0,0
15:44:57.148,1,400,0,0,8,1,0,c,0,0,0,0,0
