timestamp,event,event type,start time,sport,sub sport,total elapsed time,total timer time,total distance,avg speed,max speed,max cadence,avg power,max power,total ascent,total descent,num laps,enhanced avg speed,enhanced max speed,avg lev motor power,max lev motor power,lev battery consumption
1096201679,8,1,1096201616,21,7,63000,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
