timestamp,cadence,distance,speed,power,enhanced speed,motor power,ebike battery level,ebike assist mode,raw speed,motor profile scale,motor current scale
1096200630,0,0,0,0,0,0,99,5,,0,0
1096200631,0,0,0,0,0,0,99,5,,0,0
1096200632,0,0,0,0,0,0,99,5,,0,0
1096200633,4,0,0,3,0,0,99,5,,0,0
1096200634,13,200,0,20,0,0,99,5,,0,0
1096200635,24,200,0,36,0,0,99,5,,0,0
1096200636,33,200,0,53,0,0,99,5,,0,0
1096200637,41,400,1037,58,1037,0,99,5,0,0,0
1096200638,47,400,1620,50,1620,0,99,5,0,0,0
1096200639,50,800,1861,35,1861,0,99,5,0,0,0
1096200640,52,800,1972,23,1972,0,99,5,0,0,0
1096200641,54,1100,2111,36,2111,0,99,5,0,0,0
1096200642,55,1300,2157,45,2157,0,99,5,0,0,0
1096200643,51,1700,2139,40,2139,0,99,5,0,0,0
1096200644,52,1700,2139,47,2139,0,99,5,0,0,0
1096200645,52,1900,2056,52,2056,0,99,5,0,0,0
1096200646,52,2100,2056,52,2056,0,99,5,0,0,0
1096200647,54,2300,2056,55,2056,0,99,5,0,0,0
1096200648,54,2600,2065,64,2065,0,99,5,0,0,0
1096200649,53,3000,2028,71,2028,0,99,5,0,0,0
1096200650,53,3200,2093,52,2093,0,99,5,0,0,0
1096200651,57,3200,2139,46,2139,0,99,5,0,0,0
1096200652,58,3400,2222,50,2222,0,99,5,0,0,0
1096200653,59,3600,2269,53,2269,0,99,5,0,0,0
1096200654,59,3900,2250,54,2250,0,99,5,0,0,0
1096200655,59,4100,2269,58,2269,0,99,5,0,0,0
1096200656,59,4300,2278,66,2278,0,99,5,0,0,0
1096200657,59,4700,2278,61,2278,0,99,5,0,0,0
1096200658,60,4700,2278,58,2278,0,99,5,0,0,0
1096200659,60,4900,2287,57,2287,0,99,5,0,0,0
1096200660,60,5200,2278,56,2278,0,99,5,0,0,0
1096200661,60,5400,2306,56,2306,0,99,5,0,0,0
1096200662,60,5600,2306,54,2306,0,99,5,0,0,0
1096200663,59,5800,2306,75,2306,0,99,5,0,0,0
1096200664,59,6500,2278,90,2278,0,99,5,0,0,0
1096200665,60,6500,2278,85,2278,0,99,5,0,0,0
1096200666,61,6900,2324,85,2324,0,99,5,0,0,0
1096200667,63,7100,2370,83,2370,0,99,5,0,0,0
1096200668,63,7100,2417,80,2417,0,99,5,0,0,0
1096200669,63,7500,2435,86,2435,0,99,5,0,0,0
1096200670,62,7700,2417,88,2417,0,99,5,0,0,0
1096200671,62,7700,2417,91,2417,0,99,5,0,0,0
1096200672,62,8200,2361,79,2361,0,99,5,0,0,0
1096200673,62,8600,2361,76,2361,0,99,5,0,0,0
1096200674,62,8600,2361,74,2361,0,99,5,0,0,0
1096200675,62,9000,2370,76,2370,0,99,5,0,0,0
1096200676,63,9000,2380,88,2380,0,99,5,0,0,0
1096200677,60,9300,2389,92,2389,0,99,5,0,0,0
1096200678,60,9500,2389,78,2389,0,99,5,0,0,0
1096200679,61,9900,2426,85,2426,0,99,5,0,0,0
1096200680,64,9900,2463,88,2463,0,99,5,0,0,0
1096200681,64,10600,2519,75,2519,0,99,5,0,0,0
1096200682,65,10600,2500,76,2500,0,99,5,0,0,0
1096200683,65,10800,2500,83,2500,0,99,5,0,0,0
1096200684,64,11200,2417,83,2417,0,99,5,0,0,0
1096200685,63,11400,2389,99,2389,0,99,5,0,0,0
1096200686,63,11400,2389,95,2389,0,99,5,0,0,0
1096200687,63,11900,2407,91,2407,0,99,5,0,0,0
1096200688,63,12300,2426,87,2426,0,99,5,0,0,0
1096200689,64,12300,2444,83,2444,0,99,5,0,0,0
1096200690,64,12700,2463,76,2463,0,99,5,0,0,0
1096200691,65,12700,2472,89,2472,0,99,5,0,0,0
1096200692,63,12900,2472,98,2472,0,99,5,0,0,0
1096200693,63,13400,2306,78,2306,0,99,5,0,0,0
1096200694,65,13400,2306,79,2306,0,99,5,0,0,0
1096200695,65,13600,2444,74,2444,0,99,5,0,0,0
1096200696,65,14200,2417,76,2417,0,99,5,0,0,0
1096200697,63,14200,2417,82,2417,0,99,5,0,0,0
1096200698,62,14400,2361,87,2361,0,99,5,0,0,0
1096200699,60,14900,2278,96,2278,0,99,5,0,0,0
1096200700,60,14900,2278,108,2278,0,99,5,0,0,0
1096200701,60,15100,2278,104,2278,0,99,5,0,0,0
1096200702,61,15500,2306,98,2306,0,99,5,0,0,0
1096200703,61,15700,2333,95,2333,0,99,5,0,0,0
1096200704,62,15700,2361,83,2361,0,99,5,0,0,0
1096200705,61,16000,2361,79,2361,0,99,5,0,0,0
1096200706,61,16400,2333,79,2333,0,99,5,0,0,0
1096200707,61,16600,2306,77,2306,0,99,5,0,0,0
1096200708,61,16800,2343,66,2343,0,99,5,0,0,0
1096200709,63,17000,2389,62,2389,0,99,5,0,0,0
1096200710,64,17300,2444,56,2444,0,99,5,0,0,0
1096200711,65,17500,2500,61,2500,0,99,5,0,0,0
1096200712,66,17700,2556,67,2556,0,99,5,0,0,0
1096200713,67,18100,2583,62,2583,0,99,5,0,0,0
1096200714,66,18300,2556,62,2556,0,99,5,0,0,0
1096200715,65,18500,2472,69,2472,0,99,5,0,0,0
1096200716,61,18800,2472,78,2472,0,99,5,0,0,0
1096200717,61,19000,2472,62,2472,0,99,5,0,0,0
1096200718,64,19200,2519,58,2519,0,99,5,0,0,0
1096200719,66,19400,2565,59,2565,0,99,5,0,0,0
1096200720,65,20100,2472,62,2472,0,99,5,0,0,0
1096200721,65,20100,2472,64,2472,0,99,5,0,0,0
1096200722,64,20300,2472,73,2472,0,99,5,0,0,0
1096200723,64,20700,2472,75,2472,0,99,5,0,0,0
1096200724,64,20700,2472,84,2472,0,99,5,0,0,0
1096200725,64,20900,2444,76,2444,0,99,5,0,0,0
1096200726,64,21600,2472,71,2472,0,99,5,0,0,0
1096200727,65,21800,2500,69,2500,0,99,5,0,0,0
1096200728,65,21800,2472,72,2472,0,99,5,0,0,0
1096200729,65,22000,2472,74,2472,0,99,5,0,0,0
1096200730,64,22400,2444,78,2444,0,99,5,0,0,0
1096200731,65,22400,2444,70,2444,0,99,5,0,0,0
1096200732,65,22900,2472,66,2472,0,99,5,0,0,0
1096200733,65,23300,2509,64,2509,0,99,5,0,0,0
1096200734,66,23300,2546,64,2546,0,99,5,0,0,0
1096200735,66,23700,2556,65,2556,0,99,5,0,0,0
1096200736,66,23700,2556,62,2556,0,99,5,0,0,0
1096200737,66,23900,2528,60,2528,0,99,5,0,0,0
1096200738,66,24600,2528,65,2528,0,99,5,0,0,0
1096200739,66,24800,2528,67,2528,0,99,5,0,0,0
1096200740,66,24800,2528,65,2528,0,99,5,0,0,0
1096200741,66,25000,2528,60,2528,0,99,5,0,0,0
1096200742,66,25200,2528,57,2528,0,99,5,0,0,0
1096200743,66,25700,2528,71,2528,0,99,5,0,0,0
1096200744,64,26100,2361,70,2361,0,99,5,0,0,0
1096200745,67,26300,2546,51,2546,0,99,5,0,0,0
1096200746,69,26300,2731,45,2731,0,99,5,0,0,0
1096200747,69,26500,2694,53,2694,0,99,5,0,0,0
1096200748,68,27200,2556,53,2556,0,99,5,0,0,0
1096200749,66,27200,2556,51,2556,0,99,5,0,0,0
1096200750,66,27600,2500,56,2500,0,99,5,0,0,0
1096200751,66,27600,2500,53,2500,0,99,5,0,0,0
1096200752,66,27800,2528,59,2528,0,99,5,0,0,0
1096200753,66,28300,2546,54,2546,0,99,5,0,0,0
1096200754,67,28500,2574,48,2574,0,99,5,0,0,0
1096200755,68,28700,2602,49,2602,0,99,5,0,0,0
1096200756,66,29100,2611,41,2611,0,99,5,0,0,0
1096200757,44,29100,2611,15,2611,0,99,5,0,0,0
1096200758,21,29300,2583,12,2583,0,99,5,0,0,0
1096200759,7,29600,1361,4,1361,0,99,5,0,0,0
1096200760,0,29600,833,0,833,0,99,5,0,0,0
