timestamp,device index,device type,manufacturer,serial number,product,hardware version,battery status,descriptor,source type,product name,autopauseAfter,firmware,deviceId,autopauseEnabled,horizontalDiscard,smoothingFilter,verticalDiscard,horizontalSmoothingBypass,charge,verticalSmoothingBypass,lowSpeedFilter,maxDistance,bike serial number,battery1 serial number
1096200629,0,,63,479933463,63002,34,,Specialized App,5,Specialized App on Nothing A063,3,RRA-4.9.0,479933463,1,199,1,19,10,,2,0.4000000059604645,55,,
1096200630,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200633,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200634,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200635,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200636,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200637,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200639,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200641,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200642,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200643,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200645,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200646,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200648,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200649,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200652,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200659,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200664,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200666,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200667,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200669,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200670,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200672,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200677,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200678,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200679,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200681,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200684,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200685,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200690,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200692,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200693,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200695,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200698,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200699,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200702,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200705,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200706,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200709,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200710,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200711,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200712,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200713,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200715,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200716,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200717,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200718,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200720,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200721,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200723,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200726,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200730,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200732,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200733,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200744,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200745,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200747,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200748,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200750,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200754,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200755,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200756,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200758,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
1096200759,1,20,63,,,,2,,3,ReadieFurLevo,,59669,F4:9C:5B:74:E6:FB,,,,,,99,,,,WSBC001130512T,236G5LA1004RM00000000000000000
