timestamp,event,event type,data
1096200629,0,0,0
1096200630,0,1,1
1096200633,0,0,1
1096200635,0,1,1
1096200636,0,0,1
1096200760,0,1,0
1096200760,0,1,0
1096200761,0,4,0
1096200761,8,9,
