timestamp,event,event type,start time,sport,sub sport,total elapsed time,total timer time,total distance,total calories,avg speed,max speed,avg cadence,max cadence,avg power,max power,total ascent,total descent,num laps,enhanced avg speed,enhanced max speed,avg lev motor power,max lev motor power,lev battery consumption
1096200441,8,1,1096200311,21,7,130000,124000,56600,5,4565,4861,76,83,37,54,0,0,0,4565,4861,204,544,2
