15:41:05.256,1,300,0,0,8,0,5a,64,5a,0,0,0,37
15:41:05.320,1,203,0,0,8,0,0,0,0,0,0,0,0
15:41:05.385,1,401,0,0,8,25,a0,0,0,44,0,0,0
15:41:05.448,1,300,0,0,8,0,5a,64,5a,0,0,0,fb
15:41:05.512,1,400,0,0,8,1,0,c,0,0,0,0,0
15:41:05.577,1,401,0,0,8,25,a0,0,0,45,0,0,0
15:41:05.640,1,206,0,0,8,0,0,0,0,0,0,0,0
15:41:05.705,1,201,0,0,5,0,0,0,0,2,,,
15:41:05.769,1,300,0,0,8,0,5a,64,5a,0,0,0,51
15:41:05.833,1,206,0,0,8,0,0,0,0,0,0,0,0
15:41:05.896,1,201,0,0,5,0,0,0,0,2,,,
15:41:05.960,1,300,0,0,8,0,5a,64,5a,0,0,0,15
15:41:06.024,1,300,0,0,8,0,5a,64,5a,0,0,0,26
15:41:06.088,1,401,0,0,8,25,a0,0,0,45,0,0,0
15:41:06.152,1,300,0,0,8,0,5a,64,5a,0,0,0,d9
15:41:06.217,1,203,0,0,8,0,0,0,0,0,0,0,0
15:41:06.281,1,401,0,0,8,25,a0,0,0,45,0,0,0
15:41:06.344,1,206,0,0,8,0,0,0,0,0,0,0,0
15:41:06.408,1,201,0,0,5,0,0,0,0,2,,,
15:41:06.475,1,300,0,0,8,0,5a,64,5a,0,0,0,bf
15:41:06.537,1,206,0,0,8,0,0,0,0,0,0,0,0
15:41:06.601,1,201,0,0,5,0,0,0,0,2,,,
15:41:06.665,1,300,0,0,8,0,5a,64,5a,0,0,0,73
15:41:06.728,1,206,0,0,8,0,0,0,0,0,0,0,0
15:41:06.792,1,401,0,0,8,25,a0,0,0,45,0,0,0
15:41:06.857,1,300,0,0,8,0,5a,64,5a,0,0,0,37
15:41:06.920,1,203,0,0,8,0,0,0,0,0,0,0,0
15:41:06.984,1,401,0,0,8,25,a0,0,0,45,0,0,0
15:41:07.052,1,300,0,0,8,0,5a,64,5a,0,0,0,fb
15:41:07.112,1,400,0,0,8,1,0,c,0,0,0,0,0
15:41:07.177,1,401,0,0,8,28,a0,0,0,45,0,0,0
