Timestamp,IsMotorToTCU,ID,IsExtended,IsRemote,Length,D1,D2,D3,D4,D5,D6,D7,D8
24984,1,203,0,0,8,0,0,0,0,0,0,0,0
24999,0,301,0,0,3,4e,d,0
25000,0,300,0,0,8,3,5a,64,5a,64,0,64,be
25018,1,401,0,0,8,9d,a0,0,0,55,0,0,0
25038,1,400,0,0,8,1,0,4c,0,0,0,0,0
25049,0,301,0,0,3,1d,e,0
25050,0,300,0,0,8,3,5a,64,5a,64,0,64,af
25071,1,201,0,0,6,b4,0,0,0,62,0
25084,1,203,0,0,8,0,0,0,0,0,0,0,0
25099,0,301,0,0,3,e8,f,0
25100,0,300,0,0,8,3,5a,64,5a,64,0,64,30
25118,1,401,0,0,8,9b,a0,0,0,55,0,0,0
25138,1,400,0,0,8,1,0,4c,0,0,0,0,0
25149,0,301,0,0,3,e2,0,0
25150,0,300,0,0,8,3,5a,64,5a,64,0,64,21
25171,1,201,0,0,6,aa,0,0,0,62,0
25184,1,203,0,0,8,0,0,0,0,0,0,0,0
25199,0,301,0,0,3,b3,1,0
25200,0,300,0,0,8,3,5a,64,5a,64,0,64,32
25218,1,401,0,0,8,9b,a0,0,0,55,0,0,0
25238,1,400,0,0,8,1,0,4c,0,0,0,0,0
25249,0,301,0,0,3,6b,2,0
25250,0,300,0,0,8,3,5a,64,5a,64,0,64,23
25271,1,201,0,0,6,aa,0,0,0,62,0
25284,1,203,0,0,8,0,0,0,0,0,0,0,0
25299,0,301,0,0,3,96,3,0
25300,0,300,0,0,8,3,5a,64,5a,64,0,64,34
25318,1,401,0,0,8,9b,a0,0,0,56,0,0,0
25338,1,400,0,0,8,1,0,4c,0,0,0,0,0
25349,0,301,0,0,3,3,4,0
25350,0,300,0,0,8,3,5a,64,5a,64,0,64,25
25371,1,201,0,0,6,aa,0,0,0,62,0
25384,1,203,0,0,8,0,0,0,0,0,0,0,0
25398,1,402,0,0,8,64,0,0,0,20,e2,9,0
25399,0,301,0,0,3,54,5,0
25400,0,300,0,0,8,3,5a,64,5a,64,0,64,36
25418,1,401,0,0,8,9b,a0,0,0,56,0,0,0
25438,1,400,0,0,8,1,0,4c,0,0,0,0,0
25449,0,301,0,0,3,f5,6,0
25450,0,300,0,0,8,3,5a,64,5a,64,0,64,27
25472,1,201,0,0,6,aa,0,0,0,62,0
25484,1,203,0,0,8,0,0,0,0,0,0,0,0
25499,0,301,0,0,3,b8,7,0
25500,0,300,0,0,8,3,5a,64,5a,64,0,64,b8
25518,1,401,0,0,8,9b,a0,0,0,56,0,0,0
25538,1,400,0,0,8,1,0,4c,0,0,0,0,0
25549,0,301,0,0,3,80,8,0
25550,0,300,0,0,8,3,5a,64,5a,64,0,64,a9
25572,1,201,0,0,6,aa,0,0,0,62,0
25584,1,203,0,0,8,0,0,0,0,0,0,0,0
25596,1,204,0,0,8,0,0,0,0,0,0,0,0
25599,0,301,0,0,3,88,9,0
25600,0,300,0,0,8,3,5a,64,5a,64,0,64,ba
25608,1,202,0,0,8,e2,14,0,0,dc,fb,1a,0
25619,1,401,0,0,8,9b,a0,0,0,56,0,0,0
25639,1,400,0,0,8,1,0,4c,0,0,0,0,0
25649,0,301,0,0,3,c6,a,0
25650,0,300,0,0,8,3,5a,64,5a,64,0,64,ab
25672,1,201,0,0,6,aa,0,0,0,62,0
25684,1,203,0,0,8,0,0,0,0,0,0,0,0
25699,0,301,0,0,3,43,b,0
25700,0,300,0,0,8,3,5a,64,5a,64,0,64,bc
25719,1,401,0,0,8,9b,a0,0,0,56,0,0,0
25739,1,400,0,0,8,1,0,4c,0,0,0,0,0
25749,0,301,0,0,3,b5,c,0
25750,0,300,0,0,8,3,5a,64,5a,64,0,64,ad
25772,1,201,0,0,6,aa,0,0,0,62,0
25784,1,203,0,0,8,0,0,0,0,0,0,0,0
25799,0,301,0,0,3,4e,d,0
25800,0,300,0,0,8,3,5a,64,5a,64,0,64,be
25819,1,401,0,0,8,9b,a0,0,0,56,0,0,0
25839,1,400,0,0,8,1,0,4c,0,0,0,0,0
25849,0,301,0,0,3,1d,e,0
25850,0,300,0,0,8,3,5a,64,5a,64,0,64,af
25872,1,201,0,0,6,aa,0,0,0,62,0
25884,1,203,0,0,8,0,0,0,0,0,0,0,0
25899,1,403,0,0,8,63,0,0,0,20,e2,9,0
25899,0,301,0,0,3,e8,f,0
25900,0,300,0,0,8,3,5a,64,5a,64,0,64,30
25919,1,401,0,0,8,9b,a0,0,0,56,0,0,0
25939,1,400,0,0,8,1,0,4c,0,0,0,0,0
25949,0,301,0,0,3,e2,0,0
25950,0,300,0,0,8,3,5a,64,5a,64,0,64,21
25972,1,201,0,0,6,aa,0,0,0,62,0
25984,1,203,0,0,8,0,0,0,0,0,0,0,0
25999,0,301,0,0,3,b3,1,0
26000,0,300,0,0,8,3,5a,64,5a,64,0,64,32
26019,1,401,0,0,8,9b,a0,0,0,56,0,0,0
26039,1,400,0,0,8,1,0,4c,0,0,0,0,0
26049,0,301,0,0,3,6b,2,0
26050,0,300,0,0,8,3,5a,64,5a,64,0,64,23
26072,1,201,0,0,6,aa,0,0,0,62,0
26084,1,203,0,0,8,0,0,0,0,0,0,0,0
26099,0,301,0,0,3,96,3,0
26100,0,300,0,0,8,3,5a,64,5a,64,0,64,34
26119,1,401,0,0,8,9d,a0,0,0,56,0,0,0
26139,1,400,0,0,8,1,0,4c,0,0,0,0,0
26149,0,301,0,0,3,3,4,0
26150,0,300,0,0,8,3,5a,64,5a,64,0,64,25
26172,1,201,0,0,6,aa,0,0,0,62,0
26184,1,203,0,0,8,0,0,0,0,0,0,0,0
26199,0,301,0,0,3,54,5,0
26200,0,300,0,0,8,3,5a,64,5a,64,0,64,36
26219,1,401,0,0,8,9d,a0,0,0,56,0,0,0
26239,1,400,0,0,8,1,0,4c,0,0,0,0,0
26249,0,301,0,0,3,f5,6,0
26250,0,300,0,0,8,3,5a,64,5a,64,0,64,27
26272,1,201,0,0,6,aa,0,0,0,62,0
26284,1,203,0,0,8,0,0,0,0,0,0,0,0
26299,0,301,0,0,3,b8,7,0
26300,0,300,0,0,8,3,5a,64,5a,64,0,64,b8
26319,1,401,0,0,8,9b,a0,0,0,56,0,0,0
26339,1,400,0,0,8,1,0,4c,0,0,0,0,0
26349,0,301,0,0,3,80,8,0
26350,0,300,0,0,8,3,5a,64,5a,64,0,64,a9
26372,1,201,0,0,6,aa,0,0,0,62,0
26384,1,203,0,0,8,0,0,0,0,0,0,0,0
26399,0,301,0,0,3,88,9,0
26399,1,402,0,0,8,64,0,0,0,20,e2,9,0
26400,0,300,0,0,8,3,5a,64,5a,64,0,64,ba
26419,1,401,0,0,8,9b,a0,0,0,56,0,0,0
26439,1,400,0,0,8,1,0,4c,0,0,0,0,0
26449,0,301,0,0,3,c6,a,0
26450,0,300,0,0,8,3,5a,64,5a,64,0,64,ab
26472,1,201,0,0,6,aa,0,0,0,62,0
26484,1,203,0,0,8,0,0,0,0,0,0,0,0
26499,0,301,0,0,3,43,b,0
26500,0,300,0,0,8,3,5a,64,5a,64,0,64,bc
26519,1,401,0,0,8,9b,a0,0,0,56,0,0,0
26539,1,400,0,0,8,1,0,4c,0,0,0,0,0
26549,0,301,0,0,3,b5,c,0
26550,0,300,0,0,8,3,5a,64,5a,64,0,64,ad
26572,1,201,0,0,6,aa,0,0,0,62,0
26584,1,203,0,0,8,0,0,0,0,0,0,0,0
26596,1,204,0,0,8,0,0,0,0,0,0,0,0
26599,0,301,0,0,3,4e,d,0
26600,0,300,0,0,8,3,5a,64,5a,64,0,64,be
26608,1,202,0,0,8,e2,14,0,0,dc,fb,1a,0
26619,1,401,0,0,8,9b,a0,0,0,56,0,0,0
26640,1,400,0,0,8,1,0,4c,0,0,0,0,0
26649,0,301,0,0,3,1d,e,0
26650,0,300,0,0,8,3,5a,64,5a,64,0,64,af
26672,1,201,0,0,6,aa,0,0,0,62,0
26684,1,203,0,0,8,0,0,0,0,0,0,0,0
26699,0,301,0,0,3,e8,f,0
26700,0,300,0,0,8,3,5a,64,5a,64,0,64,30
26720,1,401,0,0,8,9b,a0,0,0,56,0,0,0
26740,1,400,0,0,8,1,0,4c,0,0,0,0,0
26749,0,301,0,0,3,e2,0,0
26750,0,300,0,0,8,3,5a,64,5a,64,0,64,21
26772,1,201,0,0,6,aa,0,0,0,62,0
26784,1,203,0,0,8,0,0,0,0,0,0,0,0
26799,0,301,0,0,3,b3,1,0
26800,0,300,0,0,8,3,5a,64,5a,64,0,64,32
26820,1,401,0,0,8,9b,a0,0,0,56,0,0,0
26840,1,400,0,0,8,1,0,4c,0,0,0,0,0
26849,0,301,0,0,3,6b,2,0
26850,0,300,0,0,8,3,5a,64,5a,64,0,64,23
26872,1,201,0,0,6,aa,0,0,0,62,0
